Lat,Lon,Elev,Type,Leaf_phenol,LeafType,Year,D13C,CO2_ppm,PFT,Site,categ,Proxy,group,D13Cstd
58.4,-156.1,102,G,2,2,1979,19.36585742,336.1,NET,1,4,TR,constant,-0.488309093
58.4,-156.1,102,G,2,2,1980,19.88730777,337.74,NET,1,4,TR,constant,0.033141251
58.4,-156.1,102,G,2,2,1981,19.62701927,339.37,NET,1,4,TR,constant,-0.227147248
58.4,-156.1,102,G,2,2,1982,19.63254064,340.78,NET,1,4,TR,constant,-0.22162588
58.4,-156.1,102,G,2,2,1983,20.31101739,342.2,NET,1,4,TR,constant,0.456850872
58.4,-156.1,102,G,2,2,1984,20.1029562,343.79,NET,1,4,TR,constant,0.248789681
58.4,-156.1,102,G,2,2,1985,20.05246693,345.27,NET,1,4,TR,constant,0.198300418
58.4,-156.1,102,G,2,2,1986,20.54799231,346.67,NET,1,4,TR,constant,0.69382579
58.4,-156.1,102,G,2,2,1987,21.22740105,348.31,NET,1,4,TR,constant,1.373234538
58.4,-156.1,102,G,2,2,1988,20.31328451,350.35,NET,1,4,TR,constant,0.459117989
58.4,-156.1,102,G,2,2,1989,19.73845662,352.31,NET,1,4,TR,constant,-0.115709898
58.4,-156.1,102,G,2,2,1990,20.27364169,353.78,NET,1,4,TR,constant,0.419475176
58.4,-156.1,102,G,2,2,1991,22.61791356,355,NET,1,4,TR,constant,2.763747041
58.4,-156.1,102,G,2,2,1992,20.00220278,355.93,NET,1,4,TR,constant,0.148036267
58.4,-156.1,102,G,2,2,1993,21.40157634,356.71,NET,1,4,TR,constant,1.547409823
58.4,-156.1,102,G,2,2,1994,19.85671636,357.95,NET,1,4,TR,constant,0.002549847
58.4,-156.1,102,G,2,2,1995,19.60897512,359.75,NET,1,4,TR,constant,-0.245191393
58.4,-156.1,102,G,2,2,1996,19.72943721,361.59,NET,1,4,TR,constant,-0.124729311
58.4,-156.1,102,G,2,2,1997,20.0606554,363.19,NET,1,4,TR,constant,0.206488881
58.4,-156.1,102,G,2,2,1998,20.78467839,365.2,NET,1,4,TR,constant,0.930511874
58.4,-156.1,102,G,2,2,1999,19.87602904,367.41,NET,1,4,TR,constant,0.02186252
58.4,-156.1,102,G,2,2,2000,20.18823387,368.92,NET,1,4,TR,constant,0.334067358
58.4,-156.1,102,G,2,2,2001,19.87038148,370.35,NET,1,4,TR,constant,0.016214969
58.4,-156.1,102,G,2,2,2002,19.65726715,372.17,NET,1,4,TR,constant,-0.19689937
58.4,-156.1,102,G,2,2,2003,20.06955886,374.44,NET,1,4,TR,constant,0.215392347
58.4,-156.1,102,G,2,2,2004,20.15542396,376.65,NET,1,4,TR,constant,0.30125744
58.4,-156.1,102,G,2,2,2005,19.59999091,378.69,NET,1,4,TR,constant,-0.254175602
58.4,-156.1,102,G,2,2,2006,19.8379134,380.83,NET,1,4,TR,constant,-0.016253121
58.4,-156.1,102,G,2,2,2007,19.93039195,382.8,NET,1,4,TR,constant,0.076225438
58.4,-156.1,102,G,2,2,2008,19.66033718,384.65,NET,1,4,TR,constant,-0.19382934
58.49,-155.7,75,G,2,2,1979,18.49689563,336.1,NET,2,4,TR,constant,-0.219120359
58.49,-155.7,75,G,2,2,1980,18.38356907,337.74,NET,2,4,TR,constant,-0.332446927
58.49,-155.7,75,G,2,2,1981,18.68389008,339.37,NET,2,4,TR,constant,-0.032125915
58.49,-155.7,75,G,2,2,1982,18.63376113,340.78,NET,2,4,TR,constant,-0.082254862
58.49,-155.7,75,G,2,2,1983,18.74097166,342.2,NET,2,4,TR,constant,0.024955669
58.49,-155.7,75,G,2,2,1984,19.00330827,343.79,NET,2,4,TR,constant,0.28729228
58.49,-155.7,75,G,2,2,1985,19.06971611,345.27,NET,2,4,TR,constant,0.353700114
58.49,-155.7,75,G,2,2,1986,19.07542906,346.67,NET,2,4,TR,constant,0.359413063
58.49,-155.7,75,G,2,2,1987,18.81864371,348.31,NET,2,4,TR,constant,0.102627716
58.49,-155.7,75,G,2,2,1988,18.94089654,350.35,NET,2,4,TR,constant,0.224880544
58.49,-155.7,75,G,2,2,1989,18.96505247,352.31,NET,2,4,TR,constant,0.249036474
58.49,-155.7,75,G,2,2,1990,18.89544507,353.78,NET,2,4,TR,constant,0.179429078
58.49,-155.7,75,G,2,2,1991,18.78280309,355,NET,2,4,TR,constant,0.066787101
58.49,-155.7,75,G,2,2,1992,18.72227328,355.93,NET,2,4,TR,constant,0.00625729
58.49,-155.7,75,G,2,2,1993,18.50895441,356.71,NET,2,4,TR,constant,-0.207061585
58.49,-155.7,75,G,2,2,1994,18.44716821,357.95,NET,2,4,TR,constant,-0.26884778
58.49,-155.7,75,G,2,2,1995,18.33804606,359.75,NET,2,4,TR,constant,-0.377969932
58.49,-155.7,75,G,2,2,1996,18.05724156,361.59,NET,2,4,TR,constant,-0.658774435
58.49,-155.7,75,G,2,2,1997,18.20482865,363.19,NET,2,4,TR,constant,-0.511187342
58.49,-155.7,75,G,2,2,1998,18.35106134,365.2,NET,2,4,TR,constant,-0.364954658
58.49,-155.7,75,G,2,2,1999,18.70484867,367.41,NET,2,4,TR,constant,-0.011167322
58.49,-155.7,75,G,2,2,2000,18.66655325,368.92,NET,2,4,TR,constant,-0.049462741
58.49,-155.7,75,G,2,2,2001,18.52917795,370.35,NET,2,4,TR,constant,-0.186838043
58.49,-155.7,75,G,2,2,2002,18.55690297,372.17,NET,2,4,TR,constant,-0.159113028
58.49,-155.7,75,G,2,2,2003,18.59282519,374.44,NET,2,4,TR,constant,-0.123190801
58.49,-155.7,75,G,2,2,2004,18.36412693,376.65,NET,2,4,TR,constant,-0.351889062
58.49,-155.7,75,G,2,2,2005,18.84714879,378.69,NET,2,4,TR,constant,0.131132802
58.49,-155.7,75,G,2,2,2006,19.24539043,380.83,NET,2,4,TR,constant,0.529374441
58.49,-155.7,75,G,2,2,2007,19.32837796,382.8,NET,2,4,TR,constant,0.612361969
58.49,-155.7,75,G,2,2,2008,18.93904454,384.65,NET,2,4,TR,constant,0.223028542
58.49,-155.7,75,G,2,2,2009,19.69803,386.53,NET,2,4,TR,constant,0.982014012
58.49,-155.7,75,G,2,2,2010,19.92356139,388.57,NET,2,4,TR,constant,1.207545393
59.03,-155.7,200,G,2,2,1979,18.91883265,336.1,NET,3,4,TR,constant,-0.339686536
59.03,-155.7,200,G,2,2,1980,19.84774131,337.74,NET,3,4,TR,constant,0.589222123
59.03,-155.7,200,G,2,2,1981,18.84961662,339.37,NET,3,4,TR,constant,-0.408902572
59.03,-155.7,200,G,2,2,1982,19.47019325,340.78,NET,3,4,TR,constant,0.211674059
59.03,-155.7,200,G,2,2,1983,19.03134115,342.2,NET,3,4,TR,constant,-0.227178043
59.03,-155.7,200,G,2,2,1984,19.20449971,343.79,NET,3,4,TR,constant,-0.054019479
59.03,-155.7,200,G,2,2,1985,19.48740964,345.27,NET,3,4,TR,constant,0.228890447
59.03,-155.7,200,G,2,2,1986,19.38584051,346.67,NET,3,4,TR,constant,0.127321326
59.03,-155.7,200,G,2,2,1987,19.26953149,348.31,NET,3,4,TR,constant,0.011012303
59.03,-155.7,200,G,2,2,1988,19.18666221,350.35,NET,3,4,TR,constant,-0.07185698
59.03,-155.7,200,G,2,2,1989,19.24478279,352.31,NET,3,4,TR,constant,-0.013736399
59.03,-155.7,200,G,2,2,1990,19.75801954,353.78,NET,3,4,TR,constant,0.499500351
59.03,-155.7,200,G,2,2,1991,19.79504992,355,NET,3,4,TR,constant,0.536530735
59.03,-155.7,200,G,2,2,1992,19.60004411,355.93,NET,3,4,TR,constant,0.341524925
59.03,-155.7,200,G,2,2,1993,19.95307816,356.71,NET,3,4,TR,constant,0.694558976
59.03,-155.7,200,G,2,2,1994,19.58591165,357.95,NET,3,4,TR,constant,0.327392465
59.03,-155.7,200,G,2,2,1995,19.06838071,359.75,NET,3,4,TR,constant,-0.190138483
59.03,-155.7,200,G,2,2,1996,19.08492859,361.59,NET,3,4,TR,constant,-0.1735906
59.03,-155.7,200,G,2,2,1997,18.27225721,363.19,NET,3,4,TR,constant,-0.986261983
59.03,-155.7,200,G,2,2,1998,18.84610852,365.2,NET,3,4,TR,constant,-0.412410672
59.03,-155.7,200,G,2,2,1999,19.15703801,367.41,NET,3,4,TR,constant,-0.101481183
59.03,-155.7,200,G,2,2,2000,19.34225379,368.92,NET,3,4,TR,constant,0.083734602
59.03,-155.7,200,G,2,2,2001,18.76394005,370.35,NET,3,4,TR,constant,-0.494579143
59.03,-155.7,200,G,2,2,2002,18.50772037,372.17,NET,3,4,TR,constant,-0.750798814
59.03,-155.7,200,G,2,2,2003,19.50378541,374.44,NET,3,4,TR,constant,0.245266217
59.03,-155.7,200,G,2,2,2004,19.79393381,376.65,NET,3,4,TR,constant,0.535414625
59.03,-155.7,200,G,2,2,2005,19.28986857,378.69,NET,3,4,TR,constant,0.031349379
59.03,-155.7,200,G,2,2,2006,19.3978618,380.83,NET,3,4,TR,constant,0.139342612
59.03,-155.7,200,G,2,2,2007,19.47453531,382.8,NET,3,4,TR,constant,0.216016118
59.03,-155.7,200,G,2,2,2008,19.67866122,384.65,NET,3,4,TR,constant,0.420142029
59.03,-155.7,200,G,2,2,2009,19.17653424,386.53,NET,3,4,TR,constant,-0.081984944
59.03,-155.7,200,G,2,2,2010,20.00662609,388.57,NET,3,4,TR,constant,0.748106906
59.03,-155.7,200,G,2,2,2011,20.21309724,390.65,NET,3,4,TR,constant,0.95457805
60.63,-154.4,537,G,2,2,1979,18.94840109,336.1,NET,4,4,TR,constant,0.057680562
60.63,-154.4,537,G,2,2,1980,19.02186891,337.74,NET,4,4,TR,constant,0.131148387
60.63,-154.4,537,G,2,2,1981,18.77640408,339.37,NET,4,4,TR,constant,-0.114316447
60.63,-154.4,537,G,2,2,1982,18.70006791,340.78,NET,4,4,TR,constant,-0.190652621
60.63,-154.4,537,G,2,2,1984,18.8595367,343.79,NET,4,4,TR,constant,-0.031183824
60.63,-154.4,537,G,2,2,1985,19.03804447,345.27,NET,4,4,TR,constant,0.147323942
60.63,-154.4,537,G,2,2,1986,18.96794332,346.67,NET,4,4,TR,constant,0.077222792
60.63,-154.4,537,G,2,2,1987,18.63629778,348.31,NET,4,4,TR,constant,-0.254422748
60.63,-154.4,537,G,2,2,1988,18.85040225,350.35,NET,4,4,TR,constant,-0.040318278
60.63,-154.4,537,G,2,2,1989,19.49357542,352.31,NET,4,4,TR,constant,0.602854896
60.63,-154.4,537,G,2,2,1990,19.37625057,353.78,NET,4,4,TR,constant,0.485530042
60.63,-154.4,537,G,2,2,1991,19.26920908,355,NET,4,4,TR,constant,0.378488556
60.63,-154.4,537,G,2,2,1992,19.44628483,355.93,NET,4,4,TR,constant,0.555564306
60.63,-154.4,537,G,2,2,1993,19.3070897,356.71,NET,4,4,TR,constant,0.416369169
60.63,-154.4,537,G,2,2,1994,19.35497339,357.95,NET,4,4,TR,constant,0.464252861
60.63,-154.4,537,G,2,2,1995,19.39522037,359.75,NET,4,4,TR,constant,0.50449984
60.63,-154.4,537,G,2,2,1996,20.09299277,361.59,NET,4,4,TR,constant,1.202272239
60.63,-154.4,537,G,2,2,1997,20.08493621,363.19,NET,4,4,TR,constant,1.194215685
60.63,-154.4,537,G,2,2,1998,19.90663336,365.2,NET,4,4,TR,constant,1.015912834
60.63,-154.4,537,G,2,2,1999,19.41934104,367.41,NET,4,4,TR,constant,0.528620516
60.63,-154.4,537,G,2,2,2000,19.44173636,368.92,NET,4,4,TR,constant,0.551015829
60.63,-154.4,537,G,2,2,2001,19.67087813,370.35,NET,4,4,TR,constant,0.780157602
60.63,-154.4,537,G,2,2,2002,20.12160661,372.17,NET,4,4,TR,constant,1.23088608
60.63,-154.4,537,G,2,2,2003,20.40708022,374.44,NET,4,4,TR,constant,1.516359693
60.63,-154.4,537,G,2,2,2004,19.06400338,376.65,NET,4,4,TR,constant,0.173282852
60.63,-154.4,537,G,2,2,2005,17.69817227,378.69,NET,4,4,TR,constant,-1.192548262
60.63,-154.4,537,G,2,2,2006,17.65471607,380.83,NET,4,4,TR,constant,-1.236004454
60.63,-154.4,537,G,2,2,2007,18.05712341,382.8,NET,4,4,TR,constant,-0.833597116
60.63,-154.4,537,G,2,2,2008,17.39822078,384.65,NET,4,4,TR,constant,-1.492499752
60.63,-154.4,537,G,2,2,2009,17.57636238,386.53,NET,4,4,TR,constant,-1.314358151
60.47,-154.1,424,G,2,2,1979,19.40379414,336.1,NET,5,4,TR,constant,-0.203002552
60.47,-154.1,424,G,2,2,1980,19.87993639,337.74,NET,5,4,TR,constant,0.273139699
60.47,-154.1,424,G,2,2,1981,19.83590276,339.37,NET,5,4,TR,constant,0.229106072
60.47,-154.1,424,G,2,2,1982,19.35292592,340.78,NET,5,4,TR,constant,-0.253870769
60.47,-154.1,424,G,2,2,1983,19.46955364,342.2,NET,5,4,TR,constant,-0.137243051
60.47,-154.1,424,G,2,2,1984,19.64639219,343.79,NET,5,4,TR,constant,0.039595501
60.47,-154.1,424,G,2,2,1985,19.65907179,345.27,NET,5,4,TR,constant,0.0522751
60.47,-154.1,424,G,2,2,1986,20.07784117,346.67,NET,5,4,TR,constant,0.471044485
60.47,-154.1,424,G,2,2,1987,19.36728369,348.31,NET,5,4,TR,constant,-0.239512999
60.47,-154.1,424,G,2,2,1988,19.52896512,350.35,NET,5,4,TR,constant,-0.07783157
60.47,-154.1,424,G,2,2,1989,19.42404218,352.31,NET,5,4,TR,constant,-0.182754508
60.47,-154.1,424,G,2,2,1990,19.55093291,353.78,NET,5,4,TR,constant,-0.055863778
60.47,-154.1,424,G,2,2,1991,19.7053942,355,NET,5,4,TR,constant,0.098597512
60.47,-154.1,424,G,2,2,1992,19.45962794,355.93,NET,5,4,TR,constant,-0.14716875
60.47,-154.1,424,G,2,2,1993,19.81220685,356.71,NET,5,4,TR,constant,0.205410161
60.47,-154.1,424,G,2,2,1994,19.7367168,357.95,NET,5,4,TR,constant,0.129920113
60.47,-154.1,424,G,2,2,1995,19.45224866,359.75,NET,5,4,TR,constant,-0.154548026
60.47,-154.1,424,G,2,2,1996,19.53297733,361.59,NET,5,4,TR,constant,-0.073819359
60.47,-154.1,424,G,2,2,1997,19.80527217,363.19,NET,5,4,TR,constant,0.19847548
60.47,-154.1,424,G,2,2,1998,20.14893075,365.2,NET,5,4,TR,constant,0.542134062
60.47,-154.1,424,G,2,2,1999,19.81707997,367.41,NET,5,4,TR,constant,0.210283278
60.47,-154.1,424,G,2,2,2000,20.06907408,368.92,NET,5,4,TR,constant,0.462277388
60.47,-154.1,424,G,2,2,2001,19.91268718,370.35,NET,5,4,TR,constant,0.305890488
60.47,-154.1,424,G,2,2,2002,19.67497329,372.17,NET,5,4,TR,constant,0.068176603
60.47,-154.1,424,G,2,2,2003,19.65144074,374.44,NET,5,4,TR,constant,0.044644049
60.47,-154.1,424,G,2,2,2004,19.85882457,376.65,NET,5,4,TR,constant,0.252027886
60.47,-154.1,424,G,2,2,2005,20.1099562,378.69,NET,5,4,TR,constant,0.503159514
60.47,-154.1,424,G,2,2,2006,19.97330592,380.83,NET,5,4,TR,constant,0.366509236
60.47,-154.1,424,G,2,2,2007,19.57062231,382.8,NET,5,4,TR,constant,-0.03617438
60.47,-154.1,424,G,2,2,2008,19.65850967,384.65,NET,5,4,TR,constant,0.051712983
60.47,-154.1,424,G,2,2,2009,19.86627847,386.53,NET,5,4,TR,constant,0.259481781
60.47,-154.1,424,G,2,2,2010,18.4111329,388.57,NET,5,4,TR,constant,-1.19566379
60.3,-154,75,G,2,2,1980,18.54714537,337.74,NET,6,4,TR,constant,-0.2285779
60.3,-154,75,G,2,2,1981,18.37763423,339.37,NET,6,4,TR,constant,-0.398089045
60.3,-154,75,G,2,2,1982,18.98761997,340.78,NET,6,4,TR,constant,0.211896692
60.3,-154,75,G,2,2,1983,18.35148289,342.2,NET,6,4,TR,constant,-0.424240379
60.3,-154,75,G,2,2,1984,19.02460871,343.79,NET,6,4,TR,constant,0.248885435
60.3,-154,75,G,2,2,1985,19.36584847,345.27,NET,6,4,TR,constant,0.590125198
60.3,-154,75,G,2,2,1986,18.28955673,346.67,NET,6,4,TR,constant,-0.486166544
60.3,-154,75,G,2,2,1987,18.54677233,348.31,NET,6,4,TR,constant,-0.228950949
60.3,-154,75,G,2,2,1988,18.55811071,350.35,NET,6,4,TR,constant,-0.217612564
60.3,-154,75,G,2,2,1989,18.92422193,352.31,NET,6,4,TR,constant,0.148498652
60.3,-154,75,G,2,2,1990,19.04495005,353.78,NET,6,4,TR,constant,0.269226779
60.3,-154,75,G,2,2,1991,18.8479831,355,NET,6,4,TR,constant,0.072259823
60.3,-154,75,G,2,2,1992,18.81550488,355.93,NET,6,4,TR,constant,0.039781607
60.3,-154,75,G,2,2,1993,18.47384862,356.71,NET,6,4,TR,constant,-0.301874657
60.3,-154,75,G,2,2,1994,19.33375119,357.95,NET,6,4,TR,constant,0.558027914
60.3,-154,75,G,2,2,1995,19.22604783,359.75,NET,6,4,TR,constant,0.450324561
60.3,-154,75,G,2,2,1996,18.40848148,361.59,NET,6,4,TR,constant,-0.367241797
60.3,-154,75,G,2,2,1997,18.3628864,363.19,NET,6,4,TR,constant,-0.412836878
60.3,-154,75,G,2,2,1998,18.70839,365.2,NET,6,4,TR,constant,-0.067333278
60.3,-154,75,G,2,2,1999,19.16033482,367.41,NET,6,4,TR,constant,0.38461155
60.3,-154,75,G,2,2,2000,18.34150271,368.92,NET,6,4,TR,constant,-0.434220569
60.3,-154,75,G,2,2,2001,18.76638611,370.35,NET,6,4,TR,constant,-0.009337168
60.3,-154,75,G,2,2,2002,19.24470353,372.17,NET,6,4,TR,constant,0.468980253
60.3,-154,75,G,2,2,2003,18.80568831,374.44,NET,6,4,TR,constant,0.029965039
60.3,-154,75,G,2,2,2004,18.71770763,376.65,NET,6,4,TR,constant,-0.058015641
60.3,-154,75,G,2,2,2005,18.33788426,378.69,NET,6,4,TR,constant,-0.437839012
60.3,-154,75,G,2,2,2006,19.01454873,380.83,NET,6,4,TR,constant,0.238825458
60.3,-154,75,G,2,2,2007,19.12209114,382.8,NET,6,4,TR,constant,0.346367862
60.3,-154,75,G,2,2,2008,18.87321137,384.65,NET,6,4,TR,constant,0.0974881
60.3,-154,75,G,2,2,2009,18.37726662,386.53,NET,6,4,TR,constant,-0.398456657
60.3,-154,75,G,2,2,2010,19.13884016,388.57,NET,6,4,TR,constant,0.363116887
60.3,-154,75,G,2,2,2011,19.11377049,390.65,NET,6,4,TR,constant,0.338047217
60.5,-154,414,G,2,2,1979,19.12698166,336.1,NET,7,4,TR,constant,0.305628736
60.5,-154,414,G,2,2,1980,18.96877422,337.74,NET,7,4,TR,constant,0.147421296
60.5,-154,414,G,2,2,1981,19.20839899,339.37,NET,7,4,TR,constant,0.387046061
60.5,-154,414,G,2,2,1982,18.64217533,340.78,NET,7,4,TR,constant,-0.179177599
60.5,-154,414,G,2,2,1983,18.17638408,342.2,NET,7,4,TR,constant,-0.644968845
60.5,-154,414,G,2,2,1984,18.70112028,343.79,NET,7,4,TR,constant,-0.120232642
60.5,-154,414,G,2,2,1985,18.92563592,345.27,NET,7,4,TR,constant,0.104282992
60.5,-154,414,G,2,2,1986,18.63244602,346.67,NET,7,4,TR,constant,-0.18890691
60.5,-154,414,G,2,2,1987,18.48872973,348.31,NET,7,4,TR,constant,-0.3326232
60.5,-154,414,G,2,2,1988,18.82429686,350.35,NET,7,4,TR,constant,0.002943938
60.5,-154,414,G,2,2,1989,18.73633672,352.31,NET,7,4,TR,constant,-0.085016205
60.5,-154,414,G,2,2,1990,19.01766629,353.78,NET,7,4,TR,constant,0.196313362
60.5,-154,414,G,2,2,1991,19.15479638,355,NET,7,4,TR,constant,0.333443454
60.5,-154,414,G,2,2,1992,19.1233715,355.93,NET,7,4,TR,constant,0.302018575
60.5,-154,414,G,2,2,1993,19.21890314,356.71,NET,7,4,TR,constant,0.397550217
60.5,-154,414,G,2,2,1994,19.13884528,357.95,NET,7,4,TR,constant,0.317492353
60.5,-154,414,G,2,2,1995,19.19707213,359.75,NET,7,4,TR,constant,0.375719206
60.5,-154,414,G,2,2,1996,18.99445883,361.59,NET,7,4,TR,constant,0.1731059
60.5,-154,414,G,2,2,1997,18.80559706,363.19,NET,7,4,TR,constant,-0.015755867
60.5,-154,414,G,2,2,1998,19.91746375,365.2,NET,7,4,TR,constant,1.096110823
60.5,-154,414,G,2,2,1999,19.58013947,367.41,NET,7,4,TR,constant,0.758786543
60.5,-154,414,G,2,2,2000,19.19378512,368.92,NET,7,4,TR,constant,0.37243219
60.5,-154,414,G,2,2,2001,19.52315629,370.35,NET,7,4,TR,constant,0.701803363
60.5,-154,414,G,2,2,2002,19.18944994,372.17,NET,7,4,TR,constant,0.368097012
60.5,-154,414,G,2,2,2003,18.56964799,374.44,NET,7,4,TR,constant,-0.251704935
60.5,-154,414,G,2,2,2004,18.87601405,376.65,NET,7,4,TR,constant,0.054661122
60.5,-154,414,G,2,2,2005,18.80456026,378.69,NET,7,4,TR,constant,-0.01679267
60.5,-154,414,G,2,2,2006,19.4080544,380.83,NET,7,4,TR,constant,0.586701477
60.5,-154,414,G,2,2,2007,19.37421478,382.8,NET,7,4,TR,constant,0.552861858
60.5,-154,414,G,2,2,2008,19.08384258,384.65,NET,7,4,TR,constant,0.26248965
60.5,-154,414,G,2,2,2009,18.69718352,386.53,NET,7,4,TR,constant,-0.1241694
60.5,-154,588,G,2,2,1979,17.36863445,336.1,NET,8,4,TR,increase,-0.073497139
60.5,-154,588,G,2,2,1980,17.95768697,337.74,NET,8,4,TR,increase,0.515555386
60.5,-154,588,G,2,2,1981,17.39072459,339.37,NET,8,4,TR,increase,-0.051406996
60.5,-154,588,G,2,2,1982,16.86170497,340.78,NET,8,4,TR,increase,-0.580426614
60.5,-154,588,G,2,2,1983,17.377045,342.2,NET,8,4,TR,increase,-0.065086582
60.5,-154,588,G,2,2,1984,17.69240519,343.79,NET,8,4,TR,increase,0.250273603
60.5,-154,588,G,2,2,1985,17.44671993,345.27,NET,8,4,TR,increase,0.004588342
60.5,-154,588,G,2,2,1986,16.9347464,346.67,NET,8,4,TR,increase,-0.50738519
60.5,-154,588,G,2,2,1987,17.49184766,348.31,NET,8,4,TR,increase,0.049716072
60.5,-154,588,G,2,2,1988,17.38333712,350.35,NET,8,4,TR,increase,-0.058794463
60.5,-154,588,G,2,2,1989,17.19019799,352.31,NET,8,4,TR,increase,-0.251933595
60.5,-154,588,G,2,2,1990,17.57045352,353.78,NET,8,4,TR,increase,0.128321937
60.5,-154,588,G,2,2,1991,16.3532866,355,NET,8,4,TR,increase,-1.08884499
60.5,-154,588,G,2,2,1992,17.36859748,355.93,NET,8,4,TR,increase,-0.073534108
60.5,-154,588,G,2,2,1993,17.72179811,356.71,NET,8,4,TR,increase,0.279666521
60.5,-154,588,G,2,2,1994,17.96352707,357.95,NET,8,4,TR,increase,0.521395479
60.5,-154,588,G,2,2,1995,17.86541642,359.75,NET,8,4,TR,increase,0.423284836
60.5,-154,588,G,2,2,1996,18.1017008,361.59,NET,8,4,TR,increase,0.659569211
60.5,-154,588,G,2,2,1997,18.3338962,363.19,NET,8,4,TR,increase,0.891764612
60.5,-154,588,G,2,2,1998,17.88689289,365.2,NET,8,4,TR,increase,0.444761306
60.5,-154,588,G,2,2,1999,19.02716127,367.41,NET,8,4,TR,increase,1.585029682
60.5,-154,588,G,2,2,2000,18.42009083,368.92,NET,8,4,TR,increase,0.977959239
60.5,-154,588,G,2,2,2001,18.63749165,370.35,NET,8,4,TR,increase,1.195360063
60.5,-154,588,G,2,2,2002,18.15626811,372.17,NET,8,4,TR,increase,0.714136529
60.5,-154,588,G,2,2,2003,18.16658741,374.44,NET,8,4,TR,increase,0.724455824
60.5,-154,588,G,2,2,2004,18.68447581,376.65,NET,8,4,TR,increase,1.242344223
60.5,-154,588,G,2,2,2005,18.8264311,378.69,NET,8,4,TR,increase,1.38429951
60.5,-154,588,G,2,2,2006,18.82330692,380.83,NET,8,4,TR,increase,1.381175331
60.5,-154,588,G,2,2,2007,19.0120339,382.8,NET,8,4,TR,increase,1.569902315
60.5,-154,588,G,2,2,2008,18.57566869,384.65,NET,8,4,TR,increase,1.133537109
60.5,-154,588,G,2,2,2009,19.15456591,386.53,NET,8,4,TR,increase,1.712434319
60.5,-154,588,G,2,2,2010,18.85202003,388.57,NET,8,4,TR,increase,1.409888442
60.04,-154,244,G,2,2,1979,19.45006021,336.1,NET,9,4,TR,constant,0.054333344
60.04,-154,244,G,2,2,1980,19.38060579,337.74,NET,9,4,TR,constant,-0.015121082
60.04,-154,244,G,2,2,1981,19.51327387,339.37,NET,9,4,TR,constant,0.117547003
60.04,-154,244,G,2,2,1982,19.27484203,340.78,NET,9,4,TR,constant,-0.120884836
60.04,-154,244,G,2,2,1983,19.50773999,342.2,NET,9,4,TR,constant,0.112013121
60.04,-154,244,G,2,2,1984,19.35985214,343.79,NET,9,4,TR,constant,-0.035874725
60.04,-154,244,G,2,2,1985,19.28371404,345.27,NET,9,4,TR,constant,-0.112012824
60.04,-154,244,G,2,2,1986,20.25911355,346.67,NET,9,4,TR,constant,0.863386683
60.04,-154,244,G,2,2,1987,19.70967517,348.31,NET,9,4,TR,constant,0.3139483
60.04,-154,244,G,2,2,1988,20.08846373,350.35,NET,9,4,TR,constant,0.692736866
60.04,-154,244,G,2,2,1989,20.19160162,352.31,NET,9,4,TR,constant,0.795874753
60.04,-154,244,G,2,2,1990,20.11695434,353.78,NET,9,4,TR,constant,0.721227474
60.04,-154,244,G,2,2,1991,19.46157008,355,NET,9,4,TR,constant,0.065843211
60.04,-154,244,G,2,2,1992,19.32088709,355.93,NET,9,4,TR,constant,-0.074839774
60.04,-154,244,G,2,2,1994,20.1948775,357.95,NET,9,4,TR,constant,0.799150633
60.04,-154,244,G,2,2,1995,19.50957479,359.75,NET,9,4,TR,constant,0.113847922
60.04,-154,244,G,2,2,1996,19.56517985,361.59,NET,9,4,TR,constant,0.169452987
60.04,-154,244,G,2,2,1997,19.70271494,363.19,NET,9,4,TR,constant,0.306988069
60.04,-154,244,G,2,2,1998,19.78999025,365.2,NET,9,4,TR,constant,0.394263383
60.04,-154,244,G,2,2,1999,19.06989164,367.41,NET,9,4,TR,constant,-0.325835226
60.04,-154,244,G,2,2,2000,19.38139129,368.92,NET,9,4,TR,constant,-0.014335577
60.04,-154,244,G,2,2,2001,19.19187423,370.35,NET,9,4,TR,constant,-0.203852635
60.04,-154,244,G,2,2,2002,19.61566654,372.17,NET,9,4,TR,constant,0.219939673
60.04,-154,244,G,2,2,2003,19.43095318,374.44,NET,9,4,TR,constant,0.035226313
60.04,-154,244,G,2,2,2004,19.37852021,376.65,NET,9,4,TR,constant,-0.017206659
60.04,-154,244,G,2,2,2005,19.67820293,378.69,NET,9,4,TR,constant,0.282476062
60.04,-154,244,G,2,2,2006,19.45487299,380.83,NET,9,4,TR,constant,0.059146119
60.04,-154,244,G,2,2,2007,19.43200596,382.8,NET,9,4,TR,constant,0.036279097
60.04,-154,244,G,2,2,2008,18.81936959,384.65,NET,9,4,TR,constant,-0.576357275
60.97,-153.9,410,G,2,2,1979,18.9700989,336.1,NET,10,4,TR,increase,0.696872561
60.97,-153.9,410,G,2,2,1980,18.69986592,337.74,NET,10,4,TR,increase,0.426639582
60.97,-153.9,410,G,2,2,1981,18.44678245,339.37,NET,10,4,TR,increase,0.173556112
60.97,-153.9,410,G,2,2,1982,17.28618053,340.78,NET,10,4,TR,increase,-0.987045806
60.97,-153.9,410,G,2,2,1983,17.97838965,342.2,NET,10,4,TR,increase,-0.294836688
60.97,-153.9,410,G,2,2,1984,18.67119488,343.79,NET,10,4,TR,increase,0.397968544
