Site,Mean,Median,Slope,Pval,IAV,Type
121,23.1550543,23.16491418,-0.008525078,0.002425558,0.16336519,Medlyn
122,22.47807025,22.47380065,-0.00425705,0.320136568,0.228379029,Medlyn
123,22.41711371,22.43873404,-0.01254137,0.00204592,0.205375269,Medlyn
124,22.46541994,22.48326354,-0.014114283,0.003027925,0.224834842,Medlyn
125,22.62178121,22.61015776,-0.009613623,0.02423927,0.218405257,Medlyn
126,23.7525092,23.80662176,0.001942344,0.592490181,0.199327857,Medlyn
127,23.72374556,23.68938113,-0.003430663,0.593562977,0.273758106,Medlyn
128,22.97081479,23.05696116,-0.00795054,0.049092158,0.232127099,Medlyn
129,23.26615594,23.31922367,0.001272852,0.63099504,0.215023265,Medlyn
130,24.05428863,24.05375325,-0.002428785,0.00306034,0.03919987,Medlyn
131,24.34499049,24.3491793,-0.00376,0.202343887,0.243874001,Medlyn
132,21.88956926,21.91978317,-0.012076627,0.006004807,0.177546643,Medlyn
133,21.94717437,21.98099452,-0.002331094,0.7856661,0.414386738,Medlyn
134,22.76827227,22.77488592,0.001417716,0.65855662,0.126296319,Medlyn
135,22.76027749,22.76467492,0.002194014,0.535905792,0.12617086,Medlyn
136,22.70857526,22.72695734,-0.01520356,0.000886176,0.210396925,Medlyn
137,22.00354566,21.96834405,-0.019868635,0.000407382,0.216390076,Medlyn
138,24.59587954,24.60374248,-0.002135686,0.245202584,0.087761033,Medlyn
139,23.58055615,23.58677951,-0.004435041,0.249580802,0.152752541,Medlyn
140,23.59587098,23.63204689,-0.001748402,0.721538652,0.15083706,Medlyn
141,21.4827583,21.46814364,-0.005181904,0.02818561,0.126089528,Medlyn
142,22.54400815,22.53769245,0.00100046,0.698489477,0.141977215,Medlyn
143,21.8695276,21.87140974,0.012496227,0.024578109,0.227460434,Medlyn
144,20.98594843,21.01022992,-0.007368447,0.327869973,0.345936426,Medlyn
145,22.2228376,22.21024481,0.002064849,0.709164504,0.174004807,Medlyn
146,21.98606711,22.02207229,-0.019438358,0.017336219,0.320203806,Medlyn
147,22.78362449,22.75782489,-0.013855691,0.013097125,0.281752823,Medlyn
148,22.59449108,22.58501681,-0.02288219,0.013097125,0.391736675,Medlyn
149,23.949891,23.95631486,0.000830934,0.807343274,0.160170075,Medlyn
150,22.30693238,22.3066895,-0.003926401,0.419898899,0.184700532,Medlyn
151,23.949891,23.95631486,0.000830934,0.807343274,0.160170075,Medlyn
1,21.99690093,21.98906102,-0.001769297,0.617392769,0.173082945,Prentice
2,21.84242511,21.85830449,-0.002792327,0.485610385,0.172649761,Prentice
3,22.12927569,22.12591183,-0.00203101,0.587608795,0.188020783,Prentice
4,22.13221861,22.13075581,0.000210275,0.971535874,0.134881734,Prentice
5,22.1932409,22.21269168,0.002521634,0.485610385,0.156846239,Prentice
6,22.20206355,22.22427786,0.002258397,0.570323003,0.156249927,Prentice
7,22.18772406,22.20159682,0.001714058,0.683336809,0.157107081,Prentice
8,22.1932409,22.21269168,0.002521634,0.485610385,0.156846239,Prentice
9,22.19005534,22.20159682,0.002819676,0.464434477,0.160626953,Prentice
10,22.42903847,22.45579838,0.003238975,0.35872017,0.141236681,Prentice
11,21.42948328,21.44150736,-0.005671594,0.096846545,0.149229008,Prentice
12,21.42948328,21.44150736,-0.005671594,0.096846545,0.149229008,Prentice
13,21.26300213,21.24545649,-0.005438723,0.085498733,0.144433824,Prentice
14,21.26300213,21.24545649,-0.005438723,0.085498733,0.144433824,Prentice
15,21.27375421,21.27435959,0.000212027,0.971535874,0.153494852,Prentice
16,21.06029745,21.06841991,-0.000766695,0.678080109,0.147102534,Prentice
17,21.06029745,21.06841991,-0.000766695,0.678080109,0.147102534,Prentice
18,20.45150661,20.47768751,-0.006498329,0.032783902,0.140230046,Prentice
19,20.79348562,20.77438949,-0.006100198,0.102956008,0.169184302,Prentice
20,20.49671917,20.49545787,-0.003077847,0.373752366,0.144243376,Prentice
21,20.46595505,20.48923387,-0.003837666,0.313424629,0.218077275,Prentice
22,20.32552122,20.26744872,-0.006256947,0.088619061,0.184057596,Prentice
23,20.08774157,20.05242111,-0.010072913,0.008210665,0.21728553,Prentice
24,20.08774157,20.05242111,-0.010072913,0.008210665,0.21728553,Prentice
25,19.31272201,19.28612396,-0.011354868,0.002748612,0.219805527,Prentice
26,19.18557555,19.17358942,-0.011994223,0.006974724,0.229532609,Prentice
27,19.61510437,19.60992132,-0.022005564,1.50E-05,0.214569289,Prentice
28,19.96096241,19.97990678,-0.016533944,0.020743917,0.345907471,Prentice
29,19.43832012,19.45542864,-0.012076276,0.002748612,0.210196123,Prentice
30,19.52195328,19.50839646,-0.01159036,0.006377805,0.247842093,Prentice
31,19.47780247,19.50886732,-0.011801567,0.011730305,0.247626457,Prentice
32,19.22356001,19.2140375,-0.021617269,1.96E-05,0.21309511,Prentice
33,19.23088094,19.18824088,-0.021258647,8.04E-05,0.223214104,Prentice
34,19.31551579,19.28466105,-0.02021813,0.00080717,0.275660203,Prentice
35,19.44240736,19.40323463,-0.016191779,0.007621351,0.320136294,Prentice
36,21.38588936,21.48113784,-0.014530952,0.013860537,0.30420311,Prentice
37,21.1461083,21.13670271,-0.013807832,0.028909956,0.264325165,Prentice
38,21.10305053,21.12170076,-0.003939808,0.046980561,0.112902324,Prentice
39,21.3149514,21.33261717,-0.006690799,0.011730305,0.143526511,Prentice
40,21.10305053,21.12170076,-0.003939808,0.046980561,0.112902324,Prentice
41,21.44918227,21.47365562,-0.008616251,0.020743917,0.176176551,Prentice
42,21.3149514,21.33261717,-0.006690799,0.011730305,0.143526511,Prentice
43,21.66469029,21.69234096,-0.002021237,0.553196054,0.170312169,Prentice
44,21.43032414,21.41953874,0.000184542,1,0.106982004,Prentice
45,21.85548953,21.87563669,-0.00573177,0.423409616,0.291379282,Prentice
46,21.85548953,21.87563669,-0.00573177,0.423409616,0.291379282,Prentice
47,21.27428095,21.28139542,-0.003981255,0.09103053,0.126751798,Prentice
48,21.42030337,21.41732957,-0.004523549,0.109368087,0.130429247,Prentice
49,21.41195861,21.41220793,-0.005344047,0.045695472,0.123356934,Prentice
50,21.48700576,21.47082017,-0.002275941,0.213038678,0.127103057,Prentice
51,21.90043939,21.90542216,-0.002118218,0.721226099,0.205653722,Prentice
52,21.64429702,21.6169531,0.003250252,0.533529914,0.267707431,Prentice
53,21.64429702,21.6169531,0.003250252,0.533529914,0.267707431,Prentice
54,21.64429702,21.6169531,0.003250252,0.533529914,0.267707431,Prentice
55,21.64429702,21.6169531,0.003250252,0.533529914,0.267707431,Prentice
56,21.79513882,21.78662318,0.00458999,0.039447365,0.105728328,Prentice
57,22.08027624,22.09871683,-0.001870497,0.527098311,0.122780146,Prentice
58,21.78256361,21.79307109,0.007041441,0.13051015,0.226526766,Prentice
59,22.48007245,22.49860794,-0.005723976,0.019301493,0.12608442,Prentice
60,21.99348386,22.04258892,-0.012475258,0.002270199,0.188868423,Prentice
61,21.99348386,22.04258892,-0.012475258,0.002270199,0.188868423,Prentice
62,22.48007245,22.49860794,-0.005723976,0.019301493,0.12608442,Prentice
63,22.48007245,22.49860794,-0.005723976,0.019301493,0.12608442,Prentice
64,21.99348386,22.04258892,-0.012475258,0.002270199,0.188868423,Prentice
65,21.7733844,21.80734841,-0.011565084,0.017206097,0.168172374,Prentice
66,21.49635156,21.49844031,0.007720352,0.017696356,0.157099444,Prentice
67,20.41434802,20.40091587,0.00323393,0.245202584,0.133184141,Prentice
68,21.77374036,21.79156728,-0.002249943,0.69468683,0.156905071,Prentice
69,21.77374036,21.79156728,-0.002249943,0.69468683,0.156905071,Prentice
70,22.09510228,22.08239257,-0.003110322,0.253526359,0.099988691,Prentice
71,22.09510228,22.08239257,-0.003110322,0.253526359,0.099988691,Prentice
72,21.74388262,21.78157573,0.004379011,0.048657073,0.151026279,Prentice
73,21.70298227,21.72527595,-0.00695501,0.050367868,0.191351471,Prentice
74,21.70298227,21.72527595,-0.00695501,0.050367868,0.191351471,Prentice
75,21.96494534,21.97426629,-0.006800691,0.009895688,0.118175161,Prentice
76,21.70298227,21.72527595,-0.00695501,0.050367868,0.191351471,Prentice
77,21.51445977,21.52750394,-0.006917171,0.020743917,0.140905506,Prentice
78,21.50682331,21.53039922,-0.014431634,0.005039645,0.223436246,Prentice
79,21.55185505,21.56269853,-0.00873,0.058150155,0.159348101,Prentice
80,21.52754965,21.55881758,-0.00981023,0.011550443,0.165987221,Prentice
81,21.63820786,21.63744418,-0.014149492,0.000685762,0.1630147,Prentice
82,19.95639204,19.96014632,-0.002951865,0.372443896,0.132364459,Prentice
83,19.9589993,19.96756765,-0.003240639,0.391793436,0.136373781,Prentice
84,21.68143091,21.68178315,-0.001969836,0.35803517,0.134872101,Prentice
85,21.44569442,21.43668423,-0.00417638,0.234144986,0.164876186,Prentice
86,21.46908187,21.48452978,-0.005535145,0.048657073,0.126437933,Prentice
87,21.46908187,21.48452978,-0.005535145,0.048657073,0.126437933,Prentice
88,21.46908187,21.48452978,-0.005535145,0.048657073,0.126437933,Prentice
89,21.46908187,21.48452978,-0.005535145,0.048657073,0.126437933,Prentice
90,21.77958012,21.79017553,-0.008458096,0.221049562,0.345318015,Prentice
91,22.09763454,22.07942059,-0.003210911,0.24778083,0.129360117,Prentice
92,22.09763454,22.07942059,-0.003210911,0.24778083,0.129360117,Prentice
93,22.09763454,22.07942059,-0.003210911,0.24778083,0.129360117,Prentice
94,22.09763454,22.07942059,-0.003210911,0.24778083,0.129360117,Prentice
95,22.07129032,22.06940154,-0.002366618,0.527098311,0.130426662,Prentice
96,21.71354766,21.72926645,-0.004258864,0.096846545,0.135833615,Prentice
97,21.7984187,21.81769383,-0.002691218,0.406443338,0.222014511,Prentice
98,21.77570218,21.80338906,-0.010591624,0.000204358,0.118939466,Prentice
99,21.76204089,21.76151424,-0.002599524,0.377138203,0.175376828,Prentice
100,21.54151557,21.53735134,-0.003790069,0.518367536,0.24700414,Prentice
101,22.16498867,22.18129192,0.000120015,0.952714935,0.173652855,Prentice
102,22.1770163,22.1709304,0.000364965,0.882149867,0.097710575,Prentice
103,22.16498867,22.18129192,0.000120015,0.952714935,0.173652855,Prentice
104,22.1770163,22.1709304,0.000364965,0.882149867,0.097710575,Prentice
105,22.16932747,22.16840132,-0.004093689,0.28580934,0.232694863,Prentice
106,22.16932747,22.16840132,-0.004093689,0.28580934,0.232694863,Prentice
107,22.25694508,22.24226984,0.000229997,0.929124301,0.103905842,Prentice
108,22.17620886,22.18852327,0.002976342,0.224135675,0.10851366,Prentice
109,22.30502032,22.33401714,-0.008729361,0.020804552,0.153610045,Prentice
110,22.30754039,22.33670619,-0.007635629,0.024190696,0.152002796,Prentice
111,22.24870556,22.25348738,-0.011635229,0.00300124,0.172711918,Prentice
112,21.51040997,21.48137589,-0.013529971,0.006539518,0.207037252,Prentice
113,22.18089234,22.20828698,0.005008984,0.096846545,0.161812851,Prentice
114,21.80358552,21.79552506,-0.005036269,0.234144986,0.204801186,Prentice
115,21.77387143,21.78735969,-0.003768989,0.355310453,0.209242785,Prentice
116,21.98520232,22.00713056,-0.004613756,0.071856486,0.150193176,Prentice
117,21.80663435,21.8190879,-0.00376777,0.372443896,0.204438167,Prentice
118,21.77387143,21.78735969,-0.003768989,0.355310453,0.209242785,Prentice
119,21.98520232,22.00713056,-0.004613756,0.071856486,0.150193176,Prentice
120,21.80663435,21.8190879,-0.00376777,0.372443896,0.204438167,Prentice
121,21.98520232,22.00713056,-0.004613756,0.071856486,0.150193176,Prentice
122,21.4494446,21.4905662,0.005922273,0.30221577,0.168537449,Prentice
123,21.53059456,21.56202261,-0.007105652,0.040778692,0.177464144,Prentice
124,21.4828994,21.51603052,-0.00932889,0.013860537,0.185433675,Prentice
125,21.58094051,21.60048086,-0.009393342,0.007621351,0.166569659,Prentice
126,21.82693495,21.81695781,0.007536234,0.063529535,0.170927418,Prentice
127,21.17727207,21.18257512,0.00568497,0.476729058,0.379048747,Prentice
128,21.89574958,21.91249832,0.003825562,0.411530151,0.206370043,Prentice
129,21.45657933,21.47049624,0.004551521,0.110505649,0.184536418,Prentice
130,23.52582428,23.52555347,0.00051039,0.432450424,0.029407275,Prentice
131,21.80651377,21.77671178,-0.000716205,0.722000355,0.270770681,Prentice
132,21.31905797,21.30667096,-0.012830722,0.003434292,0.172406938,Prentice
133,20.99484382,20.88078898,0.007124222,0.261963001,0.459336778,Prentice
134,20.87677542,20.90855725,0.008186027,0.00310269,0.117517939,Prentice
135,20.86708974,20.90319359,0.009301268,0.001732676,0.113717235,Prentice
136,21.58182953,21.59007159,-0.003065082,0.426842609,0.177054749,Prentice
137,21.07260248,21.05366415,-0.013158782,0.002218141,0.165122963,Prentice
138,21.8362693,21.83657766,3.12E-05,1,0.113411614,Prentice
139,19.85292045,19.8440928,0.001041134,0.807814217,0.136894948,Prentice
140,19.85677609,19.84339236,0.0020522,0.666151799,0.142272557,Prentice
141,18.57665209,18.53071486,0.003656181,0.119489686,0.152678745,Prentice
142,22.15086405,22.14676712,0.005193532,0.065207174,0.153622037,Prentice
143,20.09307828,20.10757356,0.015563204,0.002723886,0.191645734,Prentice
144,20.47015818,20.47445078,-0.001964462,0.533529914,0.241222752,Prentice
145,22.39297799,22.40148573,7.27E-05,0.987061709,0.16260927,Prentice
146,20.62135579,20.59420969,-0.015124071,0.008858993,0.240522179,Prentice
147,21.24799834,21.21534914,-0.01073543,0.088619061,0.305836428,Prentice
148,21.80744515,21.8283157,-0.014935133,0.053636839,0.380791236,Prentice
149,22.21735198,22.2023006,-0.004279817,0.358019719,0.180691809,Prentice
150,21.79509012,21.76069656,-0.00423954,0.338738311,0.171697649,Prentice
151,22.21735198,22.2023006,-0.004279817,0.358019719,0.180691809,Prentice
