Site,Lat,Lon,PFT,Year,D13C_gpp,D13C_gs,D13C_6-8,Discr_mod,Stom_mod,beta_stress,Obs
171,34.95,-114.42,BET,1987,22.87889795,20.11581993,17.55541992,photoresp,Medlyn,0.000927163,20.36728941
171,34.95,-114.42,BET,1987,22.87889795,20.11581993,17.55541992,photoresp,Medlyn,0.000927163,18.16728941
171,34.95,-114.42,BET,1988,20.19901434,20.28637505,17.7313633,photoresp,Medlyn,0.016983382,18.9
171,34.95,-114.42,BET,1988,20.19901434,20.28637505,17.7313633,photoresp,Medlyn,0.016983382,18.15
171,34.95,-114.42,BET,1988,20.19901434,20.28637505,17.7313633,photoresp,Medlyn,0.016983382,17.42868941
171,34.95,-114.42,BET,1988,20.19901434,20.28637505,17.7313633,photoresp,Medlyn,0.016983382,17.25
171,34.95,-114.42,BET,1988,20.19901434,20.28637505,17.7313633,photoresp,Medlyn,0.016983382,19.56868941
171,34.95,-114.42,NET,1988,18.58524117,18.54342461,15.72808647,photoresp,Medlyn,0.017837217,18.52868941
171,34.95,-114.42,BET,1988,20.19901434,20.28637505,17.7313633,photoresp,Medlyn,0.016983382,15.51868941
171,34.95,-114.42,BET,1988,20.19901434,20.28637505,17.7313633,photoresp,Medlyn,0.016983382,17.26868941
171,34.95,-114.42,BET,1988,20.19901434,20.28637505,17.7313633,photoresp,Medlyn,0.016983382,19.10868941
171,34.95,-114.42,BDT,1987,23.57093978,18.96283531,18.96283531,photoresp,Medlyn,0.000927163,18.36728941
171,34.95,-114.42,BDT,1987,23.57093978,18.96283531,18.96283531,photoresp,Medlyn,0.000927163,18.46728941
171,34.95,-114.42,BDT,1988,20.63073296,19.12919807,19.12919807,photoresp,Medlyn,0.016983382,17.95
171,34.95,-114.42,BDT,1988,20.63073296,19.12919807,19.12919807,photoresp,Medlyn,0.016983382,16.12868941
171,34.95,-114.42,BDT,1988,20.63073296,19.12919807,19.12919807,photoresp,Medlyn,0.016983382,16.29868941
172,35,-114.4,BET,1992,20.91040692,20.36550903,17.6726532,photoresp,Medlyn,0.041926913,17.25
172,35,-114.4,BET,1992,20.91040692,20.36550903,17.6726532,photoresp,Medlyn,0.041926913,15.05
173,34.883,-114.4,BET,1993,21.31317015,20.26631832,17.77166367,photoresp,Medlyn,0.100584321,17.25
173,34.883,-114.4,BET,1993,21.31317015,20.26631832,17.77166367,photoresp,Medlyn,0.100584321,15.86
174,46.7,-114.17,NET,1992,22.02332006,22.85533333,20.11721611,photoresp,Medlyn,0.103884054,18.19637304
174,46.7,-114.17,NDT,1992,20.29188236,20.12976456,20.12976456,photoresp,Medlyn,0.100151593,19.47284591
175,37.2,-113.9,NET,1993,20.86293575,20.76358986,17.70322037,photoresp,Medlyn,0.200269332,16.23725862
175,37.2,-113.9,NET,1993,20.86293575,20.76358986,17.70322037,photoresp,Medlyn,0.200269332,15.6441969
176,34.7,-113.9,NET,1993,20.18608209,19.57829094,17.19335938,photoresp,Medlyn,0.231453136,17.68640486
176,34.7,-113.9,NET,1993,20.18608209,19.57829094,17.19335938,photoresp,Medlyn,0.231453136,16.08112261
177,46.85,-113.88,NET,1992,22.05840074,22.75954819,20.26795769,photoresp,Medlyn,0.080905971,18.20682294
177,46.85,-113.88,NDT,1992,20.37301976,20.29867172,20.29867172,photoresp,Medlyn,0.077628889,18.95454709
178,47.92,-113.82,NET,1992,22.3339058,23.60734749,21.10586929,photoresp,Medlyn,0.369579911,19.47284591
178,47.92,-113.82,NDT,1992,21.23206688,21.10526085,21.10526085,photoresp,Medlyn,0.359633644,19.68764935
179,37.52,-113.33,BDT,1994,21.57368264,20.86721992,20.86721992,photoresp,Medlyn,0.039666351,18.2
180,37.5,-113.32,NET,2000,20.79371997,20.95774937,17.70180321,photoresp,Medlyn,0.057921987,18.57269261
181,37.33,-113.3,BET,1994,22.4308582,22.58440495,19.22495461,photoresp,Medlyn,0.067855236,18
181,37.33,-113.3,NDT,2000,18.46177995,17.75904655,17.75904655,photoresp,Medlyn,0.05637797,18.74222642
182,43.5,-112.97,BDT,1987,22.41809025,21.52724075,21.52724075,photoresp,Medlyn,0.013973856,18.66146582
183,37.02,-112.95,BDT,2006,22.08626271,21.40710831,21.40710831,photoresp,Medlyn,0.316240132,19.65787595
184,40.5,-112.28,NET,1993,21.13974651,22.61745834,18.68226624,photoresp,Medlyn,0.515946746,15.87301587
185,35.983,-112.183,BDT,1993,22.01027566,21.602314,21.602314,photoresp,Medlyn,0.336157382,18.75
185,35.983,-112.183,BET,1993,22.59506658,22.81484127,20.56544113,photoresp,Medlyn,0.336157382,17.26
186,39.917,-112.05,BDT,1992,21.88266535,21.42834091,21.42834091,photoresp,Medlyn,0.116371942,18.48
187,39.92,-112.05,BDT,1988,21.33891514,21.17517281,21.17517281,photoresp,Medlyn,0.138377602,18.54
188,33.4198,-111.9327833,BDT,2011,23.00071178,18.20779991,18.20779991,photoresp,Medlyn,0.000201711,18.60830039
189,34.78,-111.93,BET,2006,21.5778941,21.96758842,18.828825,photoresp,Medlyn,0.13141152,18.73172215
189,34.78,-111.93,BDT,2006,21.74521125,20.10058403,20.10058403,photoresp,Medlyn,0.13141152,20.23172215
189,34.78,-111.93,BDT,2006,21.74521125,20.10058403,20.10058403,photoresp,Medlyn,0.13141152,19.88172215
190,40.77,-111.8,BDT,1991,22.79231602,22.24699211,22.24699211,photoresp,Medlyn,0.717200398,18.47
190,40.77,-111.8,BDT,2004,22.77712299,22.79712105,22.79712105,photoresp,Medlyn,0.845967273,21.5
191,40.8,-111.78,BDT,1988,21.98286829,21.91717529,21.91717529,photoresp,Medlyn,0.672829131,20.17
191,40.8,-111.78,BDT,1988,21.98286829,21.91717529,21.91717529,photoresp,Medlyn,0.672829131,20.01
191,40.8,-111.78,BDT,1988,21.98286829,21.91717529,21.91717529,photoresp,Medlyn,0.672829131,19.15
191,40.8,-111.78,BDT,1988,21.98286829,21.91717529,21.91717529,photoresp,Medlyn,0.672829131,19.73
192,36.9,-111.6,BDT,1992,21.98013052,21.26461792,21.26461792,photoresp,Medlyn,0.050747855,18.25
192,36.9,-111.6,BET,1992,22.88550306,22.07929516,20.02240372,photoresp,Medlyn,0.050747855,17.31
193,40.78,-111.47,BDT,1994,23.32052286,22.17299652,22.17299652,photoresp,Medlyn,0.699923595,18.71720895
193,40.78,-111.47,BDT,1994,23.32052286,22.17299652,22.17299652,photoresp,Medlyn,0.699923595,20.09972755
194,34.22,-111.43,BDT,2006,22.54886967,20.73421478,20.73421478,photoresp,Medlyn,0.196130355,20.85018306
194,34.22,-111.43,BDT,2006,22.54886967,20.73421478,20.73421478,photoresp,Medlyn,0.196130355,19.50018306
195,40.57,-111.33,BDT,1994,23.32052286,22.17299652,22.17299652,photoresp,Medlyn,0.699923595,18.24675191
196,40.55,-111.1,NET,1996,22.27817963,23.57005692,19.86210823,photoresp,Medlyn,0.749143978,20.12372056
196,40.55,-111.1,BDT,1996,23.3346355,22.45319557,22.45319557,photoresp,Medlyn,0.755552232,21.02372056
196,40.55,-111.1,BDT,1996,23.3346355,22.45319557,22.45319557,photoresp,Medlyn,0.755552232,18.82372056
196,40.55,-111.1,BDT,1996,23.3346355,22.45319557,22.45319557,photoresp,Medlyn,0.755552232,18.52372056
197,40.65,-110.9,NET,1994,22.46823623,24.29236794,20.70022774,photoresp,Medlyn,0.535101265,17.11942594
197,40.65,-110.9,NET,1994,22.46823623,24.29236794,20.70022774,photoresp,Medlyn,0.535101265,19.49179536
197,40.65,-110.9,NET,1994,22.46823623,24.29236794,20.70022774,photoresp,Medlyn,0.535101265,17.01517015
198,31.78,-110.88,BDT,2010,21.62918902,20.78706932,20.78706932,photoresp,Medlyn,0.082089645,19.07333718
199,37.18,-110.88,BDT,1997,22.17466864,20.61385727,20.61385727,photoresp,Medlyn,0.001689313,20.58261496
200,37.28,-110.85,BDT,1997,22.17466864,20.61385727,20.61385727,photoresp,Medlyn,0.001689313,18.08288928
200,37.28,-110.85,BDT,1997,22.17466864,20.61385727,20.61385727,photoresp,Medlyn,0.001689313,19.38288928
200,37.28,-110.85,BET,1997,23.59205231,22.27354717,19.31905746,photoresp,Medlyn,0.001689313,18.58288928
200,37.28,-110.85,BET,1997,23.59205231,22.27354717,19.31905746,photoresp,Medlyn,0.001689313,21.28288928
201,37.23,-110.85,BET,1997,23.59205231,22.27354717,19.31905746,photoresp,Medlyn,0.001689313,18.18275212
200,37.28,-110.85,BDT,1997,22.17466864,20.61385727,20.61385727,photoresp,Medlyn,0.001689313,21.58288928
200,37.28,-110.85,BDT,1997,22.17466864,20.61385727,20.61385727,photoresp,Medlyn,0.001689313,19.08288928
201,37.23,-110.85,BDT,1997,22.17466864,20.61385727,20.61385727,photoresp,Medlyn,0.001689313,18.98275212
201,37.23,-110.85,BDT,1997,22.17466864,20.61385727,20.61385727,photoresp,Medlyn,0.001689313,21.38275212
202,29.1,-110.82,BDT,1999,20.22396928,19.33976173,19.33976173,photoresp,Medlyn,0.096877436,18.76727793
203,34.3,-110.23,NET,1993,21.44264711,20.88581562,18.36712646,photoresp,Medlyn,0.112975279,17.64464506
203,34.3,-110.23,NET,1993,21.44264711,20.88581562,18.36712646,photoresp,Medlyn,0.112975279,15.9146304
204,34.3,-110.22,NET,1996,21.74628187,21.06097126,17.82748032,photoresp,Medlyn,0.001568732,16.64390291
204,34.3,-110.22,BET,1996,23.16717893,22.59531212,19.76235199,photoresp,Medlyn,0.001575344,18.24390291
205,31.66,-110.18,BET,2003,20.96775177,21.00029564,19.01939011,photoresp,Medlyn,0.015147513,19.01775862
205,31.66,-110.18,BET,2003,20.96775177,21.00029564,19.01939011,photoresp,Medlyn,0.015147513,20.41775862
205,31.66,-110.18,BDT,2003,21.5495243,20.28774643,20.28774643,photoresp,Medlyn,0.015147513,19.53775862
206,31.58,-110.13,BET,2006,22.08835105,22.24147034,19.72016907,photoresp,Medlyn,0.148635965,19.72293964
207,31.57,-110.13,BDT,2006,22.80897193,20.89953804,20.89953804,photoresp,Medlyn,0.148635965,17.85941227
206,31.58,-110.13,BDT,2006,22.80897193,20.89953804,20.89953804,photoresp,Medlyn,0.148635965,21.24293964
206,31.58,-110.13,BDT,2006,22.80897193,20.89953804,20.89953804,photoresp,Medlyn,0.148635965,19.47293964
208,37.675,-110.125,NET,2002,21.35858845,20.64045525,16.85142517,photoresp,Medlyn,0.002448132,13.27047235
209,33.6,-109.13,NET,1996,22.1919515,21.87848186,19.19909477,photoresp,Medlyn,0.041453395,17.34197963
209,33.6,-109.13,NET,1996,22.1919515,21.87848186,19.19909477,photoresp,Medlyn,0.041453395,15.34197963
209,33.6,-109.13,BET,1996,23.55306732,23.33131695,20.99650002,photoresp,Medlyn,0.04056282,17.58197963
210,33.6,-109.1,NET,1993,21.97206856,21.89552307,19.35716629,photoresp,Medlyn,0.189781095,16.45592967
210,33.6,-109.1,NET,1993,21.97206856,21.89552307,19.35716629,photoresp,Medlyn,0.189781095,16.68511458
211,32.68,-109.02,BET,2006,21.66407196,21.85888004,19.11582947,photoresp,Medlyn,0.063595676,18.49595406
211,32.68,-109.02,BDT,2006,22.46737448,20.36237907,20.36237907,photoresp,Medlyn,0.063595676,19.32595406
212,39.056141,-108.693585,BDT,1982,22.29429236,21.20576859,21.20576859,photoresp,Medlyn,0.029360124,18.84591328
213,38.570779,-107.736397,BDT,2004,22.47675397,21.51166534,21.51166534,photoresp,Medlyn,0.030891473,20.08571126
214,38.540833,-107.692871,BDT,1983,22.49258459,22.40723991,22.40723991,photoresp,Medlyn,0.061865225,19.82374617
215,27.705575,-107.396771,BDT,1984,24.14923266,24.17275429,24.17275429,photoresp,Medlyn,0.356250515,18.02059
216,37.882254,-107.344083,BDT,1983,24.83798132,24.32245636,24.32245636,photoresp,Medlyn,0.572261572,20.40595622
217,38.5477,-106.925334,BDT,1998,24.47346102,23.2011795,23.2011795,photoresp,Medlyn,0.292740012,17.94483715
218,37.79295,-106.915757,BDT,2014,24.26991841,23.61303902,23.61303902,photoresp,Medlyn,0.392377655,19.71689162
219,40.404136,-106.45668,BDT,2000,23.39032952,22.80589676,22.80589676,photoresp,Medlyn,0.060479594,20.06808235
220,39.488166,-106.366578,BDT,2000,24.12425109,23.56016159,23.56016159,photoresp,Medlyn,0.241368741,19.66635999
221,53.629,-106.197,BDT,1998,23.51270798,23.46565056,23.46565056,photoresp,Medlyn,0.178322876,21.16934941
221,53.629,-106.197,BDT,1998,23.51270798,23.46565056,23.46565056,photoresp,Medlyn,0.178322876,19.55774941
221,53.629,-106.197,BDT,1998,23.51270798,23.46565056,23.46565056,photoresp,Medlyn,0.178322876,20.18854941
222,39.024833,-106.133998,BDT,1998,24.4791739,23.63482094,23.63482094,photoresp,Medlyn,0.467472384,20.75581374
223,38.189023,-105.796457,BDT,2008,22.81697069,22.23455429,22.23455429,photoresp,Medlyn,0.023030536,18.7307903
224,35.63,-105.779,BDT,2003,22.45415501,22.21076775,22.21076775,photoresp,Medlyn,0.066156156,20.43005724
225,53.5,-105.75,NET,1998,21.51801045,23.27828217,20.82273865,photoresp,Medlyn,0.135226421,18.83444175
225,53.5,-105.75,NET,1998,21.51801045,23.27828217,20.82273865,photoresp,Medlyn,0.135226421,17.13444175
225,53.5,-105.75,BET,1998,22.96668285,24.43837452,22.39457512,photoresp,Medlyn,0.129839979,21.73444175
225,53.5,-105.75,BDT,1998,23.33738091,23.32055092,23.32055092,photoresp,Medlyn,0.129839979,20.63444175
225,53.5,-105.75,BDT,1998,23.33738091,23.32055092,23.32055092,photoresp,Medlyn,0.129839979,20.98444175
225,53.5,-105.75,BDT,1998,23.33738091,23.32055092,23.32055092,photoresp,Medlyn,0.129839979,22.38444175
225,53.5,-105.75,BDT,1998,23.33738091,23.32055092,23.32055092,photoresp,Medlyn,0.129839979,19.93444175
225,53.5,-105.75,NDT,1998,20.87018573,20.8553524,20.8553524,photoresp,Medlyn,0.129839979,22.13444175
226,40.326048,-105.65108,BDT,1982,24.09698176,23.92490005,23.92490005,photoresp,Medlyn,0.256078601,19.5468871
227,36.388621,-105.583069,BDT,2007,22.18747307,21.80264854,21.80264854,photoresp,Medlyn,0.162565544,19.2514831
228,37.721031,-105.517896,BDT,1998,23.30232684,21.76608658,21.76608658,photoresp,Medlyn,0.006067409,15.79318316
229,39.796732,-105.49013,BDT,1992,23.33067685,23.41234016,23.41234016,photoresp,Medlyn,0.324290901,19.97727645
230,40.613181,-105.47864,BDT,1999,22.61181548,22.35754967,22.35754967,photoresp,Medlyn,0.257673681,19.43889454
231,38.927503,-105.282144,BDT,1984,23.71696218,23.07651901,23.07651901,photoresp,Medlyn,0.202952035,20.67287304
232,40.938048,-105.137268,BDT,2012,21.85507697,21.31790733,21.31790733,photoresp,Medlyn,0.081472322,21.92094996
233,53.985,-105.122,NET,1998,21.44985627,23.4250803,20.75943184,photoresp,Medlyn,0.401316812,26.09559509
233,53.985,-105.122,NET,1998,21.44985627,23.4250803,20.75943184,photoresp,Medlyn,0.401316812,18.50869509
233,53.985,-105.122,BET,1998,22.92921425,24.55424786,22.36533356,photoresp,Medlyn,0.392971138,22.01029509
233,53.985,-105.122,BDT,1998,23.42818149,23.32774162,23.32774162,photoresp,Medlyn,0.392971138,21.89819509
234,40.961667,-105.113056,BDT,2013,22.29326993,21.54216957,21.54216957,photoresp,Medlyn,0.150620734,17.1178034
235,41.175516,-105.098654,BDT,1998,22.39633027,22.15984154,22.15984154,photoresp,Medlyn,0.176464215,21.3644015
236,19.5,-105.05,BDT,1988,22.89032185,22.78909683,22.78909683,photoresp,Medlyn,0.616140515,21.30725682
236,19.5,-105.05,BET,1988,NA,23.39891911,23.40559196,photoresp,Medlyn,0,18.37216463
236,19.5,-105.05,BET,1988,NA,23.39891911,23.40559196,photoresp,Medlyn,0,19.62799301
236,19.5,-105.05,NET,1988,20.3282975,20.02571964,20.24677849,photoresp,Medlyn,0.621212443,21.62273476
236,19.5,-105.05,BDT,1988,22.89032185,22.78909683,22.78909683,photoresp,Medlyn,0.616140515,19.7327852
236,19.5,-105.05,BDT,1988,22.89032185,22.78909683,22.78909683,photoresp,Medlyn,0.616140515,20.36199095
236,19.5,-105.05,BDT,1988,22.89032185,22.78909683,22.78909683,photoresp,Medlyn,0.616140515,19.62799301
236,19.5,-105.05,BDT,1988,22.89032185,22.78909683,22.78909683,photoresp,Medlyn,0.616140515,20.04729105
236,19.5,-105.05,BDT,1988,22.89032185,22.78909683,22.78909683,photoresp,Medlyn,0.616140515,20.88692252
236,19.5,-105.05,BDT,1988,22.89032185,22.78909683,22.78909683,photoresp,Medlyn,0.616140515,19.41847324
236,19.5,-105.05,BDT,1988,22.89032185,22.78909683,22.78909683,photoresp,Medlyn,0.616140515,19.52322236
236,19.5,-105.05,BDT,1988,22.89032185,22.78909683,22.78909683,photoresp,Medlyn,0.616140515,16.702531
236,19.5,-105.05,NDT,1988,20.34384541,20.22736359,20.22736359,photoresp,Medlyn,0.616140515,19.20903955
237,52,-105,NET,1992,22.07463261,22.98097229,20.55313301,photoresp,Medlyn,0.018565571,19.64048962
237,52,-105,NDT,1992,21.0284217,20.56568909,20.56568909,photoresp,Medlyn,0.018195488,20.7000144
238,53.916,-104.69,NET,1998,21.41170879,23.40372944,20.64680481,photoresp,Medlyn,0.387613525,18.76403157
238,53.916,-104.69,BDT,1998,23.3732008,23.23858833,23.23858833,photoresp,Medlyn,0.379264504,21.17333157
239,38.764627,-104.555193,BDT,2009,22.07448589,21.54790878,21.54790878,photoresp,Medlyn,0.062506145,21.52186505
240,32.08,-104.43,BET,2006,21.96510216,21.77359676,19.21048164,photoresp,Medlyn,0.052462869,19.56430896
240,32.08,-104.43,BET,2006,21.96510216,21.77359676,19.21048164,photoresp,Medlyn,0.052462869,18.74430896
240,32.08,-104.43,BDT,2006,22.70934436,20.43636513,20.43636513,photoresp,Medlyn,0.052462869,19.97430896
241,29.4,-103.18,BET,2006,20.88724677,20.45918846,18.94389153,photoresp,Medlyn,0.008335368,19.61699263
241,29.4,-103.18,BET,2006,20.88724677,20.45918846,18.94389153,photoresp,Medlyn,0.008335368,20.03699263
241,29.4,-103.18,BDT,2006,21.77120054,20.17477226,20.17477226,photoresp,Medlyn,0.008335368,22.85699263
242,29.4,-103.08,BET,2006,20.88724677,20.45918846,18.94389153,photoresp,Medlyn,0.008335368,18.74699263
242,29.4,-103.08,BDT,2006,21.77120054,20.17477226,20.17477226,photoresp,Medlyn,0.008335368,22.74699263
242,29.4,-103.08,BDT,2006,21.77120054,20.17477226,20.17477226,photoresp,Medlyn,0.008335368,19.40699263
243,55.88,-98.67,BDT,1998,23.91157994,23.7296505,23.7296505,photoresp,Medlyn,0.683236937,20.10557527
243,55.88,-98.67,BDT,1998,23.91157994,23.7296505,23.7296505,photoresp,Medlyn,0.683236937,20.68193862
243,55.88,-98.67,BDT,1998,23.91157994,23.7296505,23.7296505,photoresp,Medlyn,0.683236937,21.91421005
244,55.927,-98.62,NET,1998,21.98153857,23.77235126,21.30226898,photoresp,Medlyn,0.693962157,18.33270854
244,55.927,-98.62,BET,1998,23.39229398,24.88843918,22.83652115,photoresp,Medlyn,0.683236937,21.13274263
244,55.927,-98.62,BDT,1998,23.91157994,23.7296505,23.7296505,photoresp,Medlyn,0.683236937,19.96661763
245,55.7,-98.51,NET,1998,21.98153857,23.77235126,21.30226898,photoresp,Medlyn,0.693962157,18.55868808
245,55.7,-98.51,BET,1998,23.39229398,24.88843918,22.83652115,photoresp,Medlyn,0.683236937,22.47559717
245,55.7,-98.51,BDT,1998,23.91157994,23.7296505,23.7296505,photoresp,Medlyn,0.683236937,22.06819717
245,55.7,-98.51,BDT,1998,23.91157994,23.7296505,23.7296505,photoresp,Medlyn,0.683236937,21.59739717
245,55.7,-98.51,BDT,1998,23.91157994,23.7296505,23.7296505,photoresp,Medlyn,0.683236937,21.94969717
246,56,-98.5,NET,1992,22.11913108,24.22096062,21.22863197,photoresp,Medlyn,0.558458428,19.93399883
246,56,-98.5,NDT,1992,21.28618073,21.28409767,21.28409767,photoresp,Medlyn,0.547895869,21.17278931
247,29.8758,-98.48716,NDT,2016,20.4027986,18.8043232,18.8043232,photoresp,Medlyn,0.619427184,21.7882991
248,29.87596,-98.48687,NDT,2016,20.4027986,18.8043232,18.8043232,photoresp,Medlyn,0.619427184,21.18233366
249,29.87601,-98.48644,NDT,2016,20.4027986,18.8043232,18.8043232,photoresp,Medlyn,0.619427184,19.61850856
250,27.67,-98.2,BET,2005,21.74419473,21.16670799,19.68606186,photoresp,Medlyn,0.117942259,20.23246246
250,27.67,-98.2,BET,2005,21.74419473,21.16670799,19.68606186,photoresp,Medlyn,0.117942259,19.81287271
251,55.75,-97.867,NET,1998,22.01740959,23.68639946,21.29585266,photoresp,Medlyn,0.773132185,18.839712
251,55.75,-97.867,NET,1998,22.01740959,23.68639946,21.29585266,photoresp,Medlyn,0.773132185,18.939712
251,55.75,-97.867,BET,1998,23.42683131,24.82384586,22.84408379,photoresp,Medlyn,0.765518983,20.839712
251,55.75,-97.867,BDT,1998,23.84523079,23.74383545,23.74383545,photoresp,Medlyn,0.765518983,20.739712
251,55.75,-97.867,BDT,1998,23.84523079,23.74383545,23.74383545,photoresp,Medlyn,0.765518983,21.139712
251,55.75,-97.867,BDT,1998,23.84523079,23.74383545,23.74383545,photoresp,Medlyn,0.765518983,19.539712
251,55.75,-97.867,BDT,1998,23.84523079,23.74383545,23.74383545,photoresp,Medlyn,0.765518983,20.689712
252,30.2877,-97.74156667,BDT,2011,22.405765,19.61588097,19.61588097,photoresp,Medlyn,0.135202579,19.97244255
253,18.25,-97.43,BDT,2007,23.57430193,23.53121567,23.53121567,photoresp,Medlyn,0.648321152,18.53190095
253,18.25,-97.43,BET,2007,22.69947369,22.80745792,22.68725014,photoresp,Medlyn,0.648321152,16.97668098
254,32.7241,-97.32063611,BDT,2011,22.20565182,18.77285576,18.77285576,photoresp,Medlyn,0.163769362,21.44444725
255,30.618517,-96.335582,NET,1983,20.71732727,20.28880501,19.08616638,photoresp,Medlyn,0.724091371,17.74302252
256,29.17749,-95.84204,NDT,2016,20.91210967,19.71444511,19.71444511,photoresp,Medlyn,0.731779138,20.52749622
257,44.46804,-93.917739,BDT,2001,23.09725264,22.5124321,22.5124321,photoresp,Medlyn,0.754514317,20.96799137
258,44.972,-93.277,BDT,2011,23.03465778,22.59441948,22.59441948,photoresp,Medlyn,0.999515355,20.52882349
259,44.9714,-93.271318,BDT,2011,23.03465778,22.59441948,22.59441948,photoresp,Medlyn,0.999515355,20.45495762
260,35.0794,-92.45419167,BDT,2011,22.38177225,20.79405212,20.79405212,photoresp,Medlyn,0.921688894,19.9187753
261,29.87951,-91.47157,NDT,2016,21.23333966,20.18054962,20.18054962,photoresp,Medlyn,0.999713679,21.04121398
262,29.87936,-91.4713,NDT,2016,21.23333966,20.18054962,20.18054962,photoresp,Medlyn,0.999713679,21.09386601
263,29.87826,-91.47115,NDT,2016,21.23333966,20.18054962,20.18054962,photoresp,Medlyn,0.999713679,20.45529865
264,32.76945,-90.79974,NDT,2016,20.28869454,18.94865417,18.94865417,photoresp,Medlyn,0.866464535,19.49331382
265,32.76945,-90.79973,NDT,2016,20.28869454,18.94865417,18.94865417,photoresp,Medlyn,0.866464535,20.82749965
266,32.76935,-90.7953,NDT,2016,20.28869454,18.94865417,18.94865417,photoresp,Medlyn,0.866464535,20.84424785
267,35.6015,-90.36288,BDT,2011,22.56205708,21.42747879,21.42747879,photoresp,Medlyn,0.753287335,20.62387871
268,30.39229,-89.72487,NDT,2016,21.05367784,19.9691391,19.9691391,photoresp,Medlyn,0.999759853,20.97524301
269,30.39498,-89.71277,NDT,2016,21.05367784,19.9691391,19.9691391,photoresp,Medlyn,0.999759853,22.37465635
270,30.39686,-89.69938,NDT,2016,21.05367784,19.9691391,19.9691391,photoresp,Medlyn,0.999759853,20.22790387
271,45.499,-89.636,BDT,2004,23.8076907,23.77134323,23.77134323,photoresp,Medlyn,0.881061176,20.57807456
271,45.499,-89.636,BDT,2004,23.8076907,23.77134323,23.77134323,photoresp,Medlyn,0.881061176,20.07807456
271,45.499,-89.636,BDT,2004,23.8076907,23.77134323,23.77134323,photoresp,Medlyn,0.881061176,18.77807456
272,45.77,-89.57,NET,1992,22.43714158,23.87940407,21.22349548,photoresp,Medlyn,0.986207743,19.31572999
272,45.77,-89.57,NDT,1992,21.92208974,21.27799416,21.27799416,photoresp,Medlyn,0.987003724,21.48821597
273,37.28552,-89.15553,NDT,2016,20.23060395,18.81402779,18.81402779,photoresp,Medlyn,0.984809299,23.03647137
274,37.33851,-89.07297,NDT,2016,20.23060395,18.81402779,18.81402779,photoresp,Medlyn,0.984809299,20.51551809
275,37.33839,-89.07283,NDT,2016,20.23060395,18.81402779,18.81402779,photoresp,Medlyn,0.984809299,20.47975466
276,43.027,-88.798047,NET,1980,21.66747086,22.80657291,20.02700806,photoresp,Medlyn,0.425024221,17.99706587
277,41.793109,-88.077497,NET,2001,21.53934812,22.30067921,20.05766106,photoresp,Medlyn,0.996613602,17.55272427
278,41.799124,-88.075094,NET,1999,21.51668812,22.38625145,20.12250519,photoresp,Medlyn,0.997959733,17.49868078
279,42.2778,-88.061,BDT,2011,23.23391315,22.93605232,22.93605232,photoresp,Medlyn,0.998202364,20.45557918
280,49.044496,-87.999796,NET,1981,22.59115138,24.07766533,21.54915047,photoresp,Medlyn,0.996467749,19.79210612
281,49.50307,-87.981646,BDT,1982,24.19724226,24.31683731,24.31683731,photoresp,Medlyn,0.999853432,21.22686661
282,41.7959,-87.975609,BDT,2012,22.7440278,21.78738022,21.78738022,photoresp,Medlyn,0.996388614,18.60805218
283,44.0474,-87.62837778,BDT,2011,23.17779835,22.6351223,22.6351223,photoresp,Medlyn,0.256899958,24.04243048
284,45.52,-87.4,NET,2008,21.79619198,23.25182343,20.62998199,photoresp,Medlyn,0.706658006,18.10102983
285,38.475846,-86.540208,NET,1995,21.32997836,21.23208141,19.77077866,photoresp,Medlyn,0.991642733,20.74578478
286,44.03,-86.51,NET,2009,21.74808415,22.96236897,20.61439323,photoresp,Medlyn,0.769027571,17.81980485
287,46.3483,-86.4702,NET,1985,22.38136358,23.38168049,21.18918419,photoresp,Medlyn,0.908898056,18.40252022
288,44.244334,-86.333801,NET,1998,21.82183558,22.62750435,20.58338737,photoresp,Medlyn,0.840689977,19.43529378
289,45.019303,-86.121419,BDT,1982,23.79712004,23.55971718,23.55971718,photoresp,Medlyn,0.908259571,21.63887984
290,44.75,-86.06,NET,1985,21.93017339,22.88328552,20.44313812,photoresp,Medlyn,0.866859714,18.53897452
291,45.069078,-86.002891,NET,1985,21.93625856,22.9513216,20.49366379,photoresp,Medlyn,0.887685279,21.48135858
292,44.21,-85.89,NET,1998,22.01417218,22.80881214,20.86800957,photoresp,Medlyn,0.832250794,19.46478002
293,44.87088,-85.888357,NET,1985,22.25799882,23.28206348,20.76008797,photoresp,Medlyn,0.936611573,18.24878907
293,44.87088,-85.888357,NET,1986,22.41223648,23.37405777,21.39632797,photoresp,Medlyn,0.991573473,18.48997752
294,44.912615,-85.873807,BDT,1984,23.88926208,23.61091805,23.61091805,photoresp,Medlyn,0.981062472,21.72152868
295,42.8,-85.71,NET,1989,21.96932737,22.52142239,20.86513519,photoresp,Medlyn,0.981314739,17.2238546
296,42.23,-85.52,NET,2012,21.40366426,22.34507751,18.95545387,photoresp,Medlyn,0.816997488,18.50436936
297,42.67,-85.51,NET,2003,21.80351671,22.54977798,20.30942345,photoresp,Medlyn,0.936313192,20.71789676
298,10.75,-85.5,BDT,1996,22.92905034,23.35463333,23.35463333,photoresp,Medlyn,1,23.11024028
298,10.75,-85.5,BDT,1996,22.92905034,23.35463333,23.35463333,photoresp,Medlyn,1,20.37437005
