Site,Lat,Lon,PFT,Year,D13C_gpp,D13C_gs,D13C_6-8,Discr_mod,Stom_mod,beta_stress,Obs
265,32.76945,-90.79973,NDT,2016,21.66468658,22.39741184,22.39741184,simple,Prentice,0.847219209,20.82749965
266,32.76935,-90.7953,NDT,2016,21.66468658,22.39741184,22.39741184,simple,Prentice,0.847219209,20.84424785
267,35.6015,-90.36288,BDT,2011,21.28197502,21.86841789,21.86841789,simple,Prentice,0.757335703,20.62387871
268,30.39229,-89.72487,NDT,2016,22.20927025,23.04318405,23.04318405,simple,Prentice,0.999790311,20.97524301
269,30.39498,-89.71277,NDT,2016,22.20927025,23.04318405,23.04318405,simple,Prentice,0.999790311,22.37465635
270,30.39686,-89.69938,NDT,2016,22.20927025,23.04318405,23.04318405,simple,Prentice,0.999790311,20.22790387
271,45.499,-89.636,BDT,2004,21.28556534,21.31307139,21.31307139,simple,Prentice,0.997916738,20.57807456
271,45.499,-89.636,BDT,2004,21.28556534,21.31307139,21.31307139,simple,Prentice,0.997916738,20.07807456
271,45.499,-89.636,BDT,2004,21.28556534,21.31307139,21.31307139,simple,Prentice,0.997916738,18.77807456
272,45.77,-89.57,NET,1992,21.12115543,21.35804812,21.05540584,simple,Prentice,0.985729178,19.31572999
272,45.77,-89.57,NDT,1992,21.25673435,21.07416706,21.07416706,simple,Prentice,0.986552835,21.48821597
273,37.28552,-89.15553,NDT,2016,21.52978579,21.9448634,21.9448634,simple,Prentice,0.984776219,23.03647137
274,37.33851,-89.07297,NDT,2016,21.52978579,21.9448634,21.9448634,simple,Prentice,0.984776219,20.51551809
275,37.33839,-89.07283,NDT,2016,21.52978579,21.9448634,21.9448634,simple,Prentice,0.984776219,20.47975466
276,43.027,-88.798047,NET,1980,21.18534882,21.03449936,21.67082878,simple,Prentice,0.675940116,17.99706587
277,41.793109,-88.077497,NET,2001,21.09379632,21.16486115,21.42424188,simple,Prentice,0.994335731,17.55272427
278,41.799124,-88.075094,NET,1999,21.07354787,21.03229896,21.4522919,simple,Prentice,0.997062981,17.49868078
279,42.2778,-88.061,BDT,2011,21.29253386,21.29167284,21.29167284,simple,Prentice,0.997974058,20.45557918
280,49.044496,-87.999796,NET,1981,21.1570737,21.12161931,21.59705384,simple,Prentice,0.99584204,19.79210612
281,49.50307,-87.981646,BDT,1982,21.39827154,21.46476732,21.46476732,simple,Prentice,0.999766072,21.22686661
282,41.7959,-87.975609,BDT,2012,20.94802719,21.02205181,21.02205181,simple,Prentice,0.993095597,18.60805218
283,44.0474,-87.62837778,BDT,2011,21.24704778,21.3233602,21.3233602,simple,Prentice,0.710501075,24.04243048
284,45.52,-87.4,NET,2008,20.99767384,20.87168999,21.26833953,simple,Prentice,0.908678194,18.10102983
285,38.475846,-86.540208,NET,1995,21.5583933,21.19317295,22.44499568,simple,Prentice,0.991319815,20.74578478
286,44.03,-86.51,NET,2009,20.83355823,20.63704027,21.24860658,simple,Prentice,0.771716893,17.81980485
287,46.3483,-86.4702,NET,1985,21.49928846,21.47656025,21.69172761,simple,Prentice,0.990691821,18.40252022
288,44.244334,-86.333801,NET,1998,21.25285196,21.22792683,21.39071621,simple,Prentice,0.952664038,19.43529378
289,45.019303,-86.121419,BDT,1982,21.48627658,21.60866583,21.60866583,simple,Prentice,0.937626878,21.63887984
290,44.75,-86.06,NET,1985,21.08273653,21.25485471,21.14039786,simple,Prentice,0.998615603,18.53897452
291,45.069078,-86.002891,NET,1985,21.01855824,20.98589954,21.14454313,simple,Prentice,0.924622575,21.48135858
292,44.21,-85.89,NET,1998,21.35544051,21.36172157,21.44684193,simple,Prentice,0.946194649,19.46478002
293,44.87088,-85.888357,NET,1985,21.19738462,21.43073961,21.19260745,simple,Prentice,0.967501243,18.24878907
293,44.87088,-85.888357,NET,1986,21.39931431,21.39174238,21.42939756,simple,Prentice,0.9908547,18.48997752
294,44.912615,-85.873807,BDT,1984,21.72438144,21.57142822,21.57142822,simple,Prentice,0.983727574,21.72152868
295,42.8,-85.71,NET,1989,21.28471482,21.14405914,21.78661028,simple,Prentice,0.989344915,17.2238546
296,42.23,-85.52,NET,2012,20.99666339,21.20386133,21.22773858,simple,Prentice,0.84516259,18.50436936
297,42.67,-85.51,NET,2003,21.11040136,21.02462028,21.26293174,simple,Prentice,0.959383527,20.71789676
298,10.75,-85.5,BDT,1996,23.15628201,23.74601278,23.74601278,simple,Prentice,1,23.11024028
298,10.75,-85.5,BDT,1996,23.15628201,23.74601278,23.74601278,simple,Prentice,1,20.37437005
298,10.75,-85.5,BDT,1996,23.15628201,23.74601278,23.74601278,simple,Prentice,1,24.27214536
298,10.75,-85.5,BDT,1996,23.15628201,23.74601278,23.74601278,simple,Prentice,1,22.26687275
298,10.75,-85.5,BDT,1996,23.15628201,23.74601278,23.74601278,simple,Prentice,1,21.3197447
298,10.75,-85.5,BET,1996,NA,23.45014749,23.78142171,simple,Prentice,0,23.5324461
298,10.75,-85.5,BET,1996,NA,23.45014749,23.78142171,simple,Prentice,0,23.21575908
298,10.75,-85.5,BET,1996,NA,23.45014749,23.78142171,simple,Prentice,0,24.37790398
298,10.75,-85.5,BET,1996,NA,23.45014749,23.78142171,simple,Prentice,0,23.32129964
298,10.75,-85.5,BET,1996,NA,23.45014749,23.78142171,simple,Prentice,0,22.79381443
298,10.75,-85.5,BET,1996,NA,23.45014749,23.78142171,simple,Prentice,0,22.26687275
298,10.75,-85.5,BET,1996,NA,23.45014749,23.78142171,simple,Prentice,0,21.74047374
299,44.77,-85.4,NET,2007,21.09845665,21.06118831,21.27564893,simple,Prentice,0.889205734,20.87387879
300,39.5087,-84.763098,BDT,2011,21.56976471,21.34844087,21.34844087,simple,Prentice,0.930104196,20.16011509
301,30.16731,-84.65559,NDT,2016,21.91078214,22.71728045,22.71728045,simple,Prentice,0.994242708,23.61391067
302,30.16759,-84.65544,NDT,2016,21.91078214,22.71728045,22.71728045,simple,Prentice,0.994242708,19.96345925
303,41.926,-84.629913,NET,1988,20.88733636,20.91559803,21.30427041,simple,Prentice,0.693630477,22.74315906
304,44.689066,-84.607381,BDT,1993,22.01592813,21.84116831,21.84116831,simple,Prentice,0.996533732,20.88917897
305,45.84068,-84.605747,BDT,1980,21.75614872,21.83456585,21.83456585,simple,Prentice,0.99033469,21.67027201
306,35.97,-84.28,NET,1988,21.67498971,21.22929138,22.56234075,simple,Prentice,0.866074224,19.95806956
306,35.97,-84.28,BDT,1988,21.95191484,22.71862497,22.71862497,simple,Prentice,0.871635457,21.89044481
306,35.97,-84.28,BDT,1988,21.95191484,22.71862497,22.71862497,simple,Prentice,0.871635457,22.73289365
306,35.97,-84.28,BDT,1988,21.95191484,22.71862497,22.71862497,simple,Prentice,0.871635457,23.28123067
307,37.708544,-84.272259,NET,1982,22.01302707,21.97367645,22.33570454,simple,Prentice,0.985127668,18.34435056
308,41.95,-84.21,NET,1988,20.90548696,20.91411798,21.30470646,simple,Prentice,0.686835289,19.28089517
309,42.03,-84.21,NET,1988,20.85849344,20.93735203,21.20400779,simple,Prentice,0.726985931,19.4921883
310,42.02580556,-84.11480556,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.2327616
311,42.02597222,-84.11477778,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.53800612
312,42.02916667,-84.11308333,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.39257382
313,42.02925,-84.11302778,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.87863049
314,42.02969444,-84.11297222,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.43792376
315,42.02922222,-84.11294444,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,20.37295259
316,42.02908333,-84.11294444,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,17.11311104
317,42.03008333,-84.11288889,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.31214769
318,42.03002778,-84.11280556,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,20.86929831
319,42.02936111,-84.11280556,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,15.20613668
320,42.02911111,-84.11280556,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,18.60246765
321,42.02886111,-84.11277778,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.57606963
322,42.02941667,-84.11275,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.49189468
323,42.02925,-84.11275,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,20.08630446
324,42.02913889,-84.11275,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.64260281
325,42.02897222,-84.11269444,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,20.21167147
326,42.02911111,-84.11269444,NDT,2014,21.51675043,21.62395607,21.62395607,simple,Prentice,0.986895879,23.71055827
327,42.02894444,-84.11266667,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,20.54901844
328,42.02844444,-84.11263889,NDT,2014,21.51675043,21.62395607,21.62395607,simple,Prentice,0.986895879,23.61928452
329,42.02888889,-84.11261111,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.05427954
330,42.02888889,-84.11258333,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.82473335
331,42.02822222,-84.11258333,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,20.54144731
332,42.02930556,-84.11255556,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,20.06885884
333,42.02858333,-84.11252778,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.19109051
334,42.03025,-84.1125,NDT,2014,21.51675043,21.62395607,21.62395607,simple,Prentice,0.986895879,17.0108135
335,42.02991667,-84.11247222,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.89413931
336,42.02947222,-84.11247222,NDT,2014,21.51675043,21.62395607,21.62395607,simple,Prentice,0.986895879,17.79084737
337,42.02908333,-84.11244444,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,24.15564664
338,42.02927778,-84.11244444,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,18.63099072
339,42.02941667,-84.11244444,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.06381273
340,42.02822222,-84.11244444,NDT,2014,21.51675043,21.62395607,21.62395607,simple,Prentice,0.986895879,25.44185891
341,42.02922222,-84.11241667,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.03933941
342,42.02925,-84.11241667,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.81212953
343,42.02947222,-84.11241667,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,18.67912342
344,42.02961111,-84.11241667,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.36774176
345,42.02958333,-84.11233333,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.48097609
346,42.02888889,-84.11230556,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,20.36403736
347,42.02902778,-84.11227778,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,17.79730197
348,42.02913889,-84.11227778,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.95512883
349,42.02966667,-84.11227778,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,23.38197008
350,42.02908333,-84.11227778,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,17.10890514
351,42.02975,-84.11227778,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,18.72327705
352,42.02880556,-84.11225,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,20.36403736
353,42.0285,-84.11225,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,22.21740137
354,42.02894444,-84.11222222,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,22.46078921
355,42.02969444,-84.11219444,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.37796825
356,42.02836111,-84.11216667,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.20181017
357,42.02908333,-84.11213889,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,19.37762632
358,42.02852778,-84.11211111,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,22.29987678
359,42.02913889,-84.11208333,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,22.03219491
360,42.02905556,-84.11208333,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,18.28055339
361,42.02902778,-84.11205556,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,18.15130108
361,42.02902778,-84.11205556,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.00138984
362,42.02891667,-84.11205556,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,22.45727363
363,42.02844444,-84.11205556,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,18.4204329
364,42.0283,-84.11205556,BDT,2014,21.61306853,21.69237452,21.69237452,simple,Prentice,0.986895879,23.55110977
365,42.02880556,-84.11202778,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,22.02970782
366,42.02888889,-84.11194444,NDT,2014,21.51675043,21.62395607,21.62395607,simple,Prentice,0.986895879,21.54603072
367,42.02894444,-84.11183333,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,14.59277437
367,42.02894444,-84.11183333,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.95920468
368,42.02913889,-84.11175,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,18.95990139
369,42.02891667,-84.11175,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.02824523
370,42.02902778,-84.11172222,NET,2014,21.22840463,21.06763443,21.64889372,simple,Prentice,0.986452401,21.67747238
371,42.02939167,-84.11148056,BDT,2014,21.61306853,21.69237452,21.69237452,simple,Prentice,0.986895879,23.75910261
372,42.02955,-84.11143889,BDT,2014,21.61306853,21.69237452,21.69237452,simple,Prentice,0.986895879,23.18906758
372,42.02955,-84.11143889,BDT,2014,21.61306853,21.69237452,21.69237452,simple,Prentice,0.986895879,24.51107708
373,42.02897222,-84.11141667,BDT,2014,21.61306853,21.69237452,21.69237452,simple,Prentice,0.986895879,20.09217625
374,42.02961111,-84.11138889,BDT,2014,21.61306853,21.69237452,21.69237452,simple,Prentice,0.986895879,20.0949915
375,42.02969444,-84.11138889,BDT,2014,21.61306853,21.69237452,21.69237452,simple,Prentice,0.986895879,21.93793055
376,42.2919,-83.845277,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,20.31513353
377,42.292,-83.845,BDT,2012,21.1193845,21.22178193,21.22178193,simple,Prentice,0.826343656,19.08274512
378,42.2751,-83.7533722,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,19.63839798
379,42.2835,-83.75,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,16.91732721
380,42.2805,-83.748,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,20.47786361
381,42.2804,-83.748,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,19.56197379
382,42.278,-83.748,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,19.60543321
383,42.278,-83.742331,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,20.51048814
384,42.2787368,-83.7397456,NDT,2016,21.39364447,21.20484152,21.20484152,simple,Prentice,0.831766188,16.99854799
385,41.8677,-83.7344333,BDT,2011,21.55607034,21.38906709,21.38906709,simple,Prentice,0.896624386,21.40440987
386,42.3002,-83.66636111,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,18.90138395
387,42.2996,-83.66636111,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,19.83175766
388,42.3002,-83.663,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,19.66870162
389,42.3003,-83.663,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,19.53191433
390,42.3001,-83.663,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,19.78439333
389,42.3003,-83.663,BDT,2012,21.1193845,21.22178193,21.22178193,simple,Prentice,0.826343656,16.74049595
388,42.3002,-83.663,BDT,2012,21.1193845,21.22178193,21.22178193,simple,Prentice,0.826343656,18.02690672
391,42.3,-83.663,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,19.54310531
392,42.2998,-83.663,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,19.56367777
393,42.2996,-83.663,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,18.89083321
394,42.2995,-83.663,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,20.21708817
391,42.3,-83.663,BDT,2012,21.1193845,21.22178193,21.22178193,simple,Prentice,0.826343656,17.40442294
393,42.2996,-83.663,BDT,2012,21.1193845,21.22178193,21.22178193,simple,Prentice,0.826343656,17.53465351
395,42.3004,-83.6614023,NDT,2016,21.39364447,21.20484152,21.20484152,simple,Prentice,0.831766188,19.06438137
396,42.3002,-83.6604,BDT,2011,21.57736032,21.33161898,21.33161898,simple,Prentice,0.941631953,20.20288191
397,43.301243,-83.45747,BDT,1983,21.58571463,21.64950036,21.64950036,simple,Prentice,0.952274621,20.23299057
398,45.068779,-83.447461,BDT,1983,21.62416944,21.46703995,21.46703995,simple,Prentice,0.99974364,21.54848781
399,44.590893,-83.422202,NET,1982,21.17991093,21.17533639,21.21273745,simple,Prentice,0.877607465,21.94929275
400,34.6781,-82.83697222,BDT,1988,21.77453666,22.39754127,22.39754127,simple,Prentice,0.825455447,17.71639117
401,36.6816,-82.6051,NET,1993,21.99434113,22.03476658,22.61696467,simple,Prentice,0.956813335,19.82056134
402,39.97853,-82.41219,NDT,2016,21.50629596,21.7880214,21.7880214,simple,Prentice,0.986961484,20.36285555
403,39.97829,-82.41213,NDT,2016,21.50629596,21.7880214,21.7880214,simple,Prentice,0.986961484,20.67855627
404,39.97847,-82.41206,NDT,2016,21.50629596,21.7880214,21.7880214,simple,Prentice,0.986961484,20.0563166
405,42.3,-82.3701,BDT,2011,21.52666143,21.30855715,21.30855715,simple,Prentice,0.955995202,18.78210488
406,29.6358,-82.3701,BDT,2011,22.26123658,23.29234442,23.29234442,simple,Prentice,0.994247198,18.73266801
407,42.3002,-82.34370556,BDT,2011,21.52666143,21.30855715,21.30855715,simple,Prentice,0.955995202,20.34813406
408,29.6501,-82.34370556,BDT,2011,22.26123658,23.29234442,23.29234442,simple,Prentice,0.994247198,20.34048946
409,31.05,-82.267,BET,1995,22.33584113,21.79034146,23.44357618,simple,Prentice,0.995859941,20.46579003
409,31.05,-82.267,BET,1995,22.33584113,21.79034146,23.44357618,simple,Prentice,0.995859941,20.50579003
409,31.05,-82.267,BET,1995,22.33584113,21.79034146,23.44357618,simple,Prentice,0.995859941,19.68579003
409,31.05,-82.267,BDT,1995,22.46589523,23.44270054,23.44270054,simple,Prentice,0.995859941,21.72579003
409,31.05,-82.267,BDT,1995,22.46589523,23.44270054,23.44270054,simple,Prentice,0.995859941,19.52579003
409,31.05,-82.267,BDT,1995,22.46589523,23.44270054,23.44270054,simple,Prentice,0.995859941,21.09579003
409,31.05,-82.267,BDT,1995,22.46589523,23.44270054,23.44270054,simple,Prentice,0.995859941,20.70579003
410,39.3267,-82.101375,BDT,2011,22.06440329,21.79704746,21.79704746,simple,Prentice,0.995915989,21.85738946
411,39.3253,-82.10124722,BDT,2011,22.06440329,21.79704746,21.79704746,simple,Prentice,0.995915989,20.72974444
412,33.32,-81.72,NDT,1992,22.13825196,22.86610721,22.86610721,simple,Prentice,0.996884247,20.90965219
412,33.32,-81.72,BET,1992,22.09518708,21.63733138,22.97584999,simple,Prentice,0.996884247,23.01505465
412,33.32,-81.72,BET,1992,22.09518708,21.63733138,22.97584999,simple,Prentice,0.996884247,22.64600703
412,33.32,-81.72,BDT,1992,22.3348088,22.98365478,22.98365478,simple,Prentice,0.996884247,23.78950602
412,33.32,-81.72,BDT,1992,22.3348088,22.98365478,22.98365478,simple,Prentice,0.996884247,23.64846787
412,33.32,-81.72,BDT,1992,22.3348088,22.98365478,22.98365478,simple,Prentice,0.996884247,23.01505465
412,33.32,-81.72,BDT,1992,22.3348088,22.98365478,22.98365478,simple,Prentice,0.996884247,23.85964912
412,33.32,-81.72,BDT,1992,22.3348088,22.98365478,22.98365478,simple,Prentice,0.996884247,25.76509512
413,28.87487,-81.48874,NDT,2016,22.0028588,22.69971376,22.69971376,simple,Prentice,0.998774668,20.9853391
414,28.87489,-81.48871,NDT,2016,22.0028588,22.69971376,22.69971376,simple,Prentice,0.998774668,21.99116578
415,43.000383,-81.422294,BDT,1993,21.5539581,21.71868539,21.71868539,simple,Prentice,0.943878472,18.96099173
416,25.96495,-81.33611,NDT,2016,22.1421568,22.90162365,22.90162365,simple,Prentice,0.609528681,20.82592367
417,42.977939,-81.24588,BDT,1993,21.48419214,21.72017224,21.72017224,simple,Prentice,0.968044619,21.73929748
418,25.854,-81.01996,NDT,2016,22.1421568,22.90162365,22.90162365,simple,Prentice,0.609528681,22.2166454
419,25.85513,-81.01982,NDT,2016,22.1421568,22.90162365,22.90162365,simple,Prentice,0.609528681,22.54181576
420,9.28,-79.97,BDT,2004,23.88919383,24.52216476,24.52216476,simple,Prentice,1,19.31158157
420,9.28,-79.97,BDT,2004,23.88919383,24.52216476,24.52216476,simple,Prentice,1,20.64158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,19.66158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,21.85158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,23.15158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,22.10158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,19.77158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,19.35158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,21.03158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,23.05158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,21.17158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,21.38158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,21.72158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,20.78158157
420,9.28,-79.97,BET,2004,NA,24.38428992,24.54610012,simple,Prentice,0,22.39158157
421,33.162403,-79.829641,NDT,2016,21.7157592,22.07747245,22.07747245,simple,Prentice,0.940266709,20.75405829
422,9.1,-79.7,BET,2008,NA,24.34193389,24.48779505,simple,Prentice,0,19.69769558
423,33.046995,-79.657732,NDT,2016,21.7157592,22.07747245,22.07747245,simple,Prentice,0.940266709,21.22006332
424,8.98,-79.55,BDT,2004,23.8746543,24.49147768,24.49147768,simple,Prentice,1,20.98093903
424,8.98,-79.55,BET,2004,NA,24.35605686,24.52729292,simple,Prentice,0,20.28093903
424,8.98,-79.55,BET,2004,NA,24.35605686,24.52729292,simple,Prentice,0,18.95093903
424,8.98,-79.55,BET,2004,NA,24.35605686,24.52729292,simple,Prentice,0,20.80093903
425,43.6534,-79.38296111,BDT,2011,21.58361344,21.21190034,21.21190034,simple,Prentice,0.999669453,19.93540331
426,8.97,-79.38,BDT,2002,24.06294961,24.55508695,24.55508695,simple,Prentice,1,19.94481768
426,8.97,-79.38,BDT,2002,24.06294961,24.55508695,24.55508695,simple,Prentice,1,20.38731768
426,8.97,-79.38,BDT,2002,24.06294961,24.55508695,24.55508695,simple,Prentice,1,20.28648768
426,8.97,-79.38,BDT,2002,24.06294961,24.55508695,24.55508695,simple,Prentice,1,19.61981768
426,8.97,-79.38,BDT,2002,24.06294961,24.55508695,24.55508695,simple,Prentice,1,21.31981768
426,8.97,-79.38,BDT,1994,23.99399965,24.53055086,24.53055086,simple,Prentice,1,20.86634427
426,8.97,-79.38,BDT,1994,23.99399965,24.53055086,24.53055086,simple,Prentice,1,21.07646393
426,8.97,-79.38,BDT,1994,23.99399965,24.53055086,24.53055086,simple,Prentice,1,20.131606
426,8.97,-79.38,BDT,1992,24.00837398,24.3969028,24.3969028,simple,Prentice,1,23.23398989
426,8.97,-79.38,BDT,1992,24.00837398,24.3969028,24.3969028,simple,Prentice,1,22.39052035
426,8.97,-79.38,BET,1994,NA,24.44076135,24.56031903,simple,Prentice,0,21.39180564
426,8.97,-79.38,NET,1994,23.83176012,24.23334993,24.36911688,simple,Prentice,0.99999994,18.69667444
426,8.97,-79.38,BET,1994,NA,24.44076135,24.56031903,simple,Prentice,0,21.49696283
426,8.97,-79.38,BET,1994,NA,24.44076135,24.56031903,simple,Prentice,0,19.2931991
426,8.97,-79.38,BET,1994,NA,24.44076135,24.56031903,simple,Prentice,0,20.44636429
426,8.97,-79.38,BET,1994,NA,24.44076135,24.56031903,simple,Prentice,0,22.54972689
426,8.97,-79.38,BET,1994,NA,24.44076135,24.56031903,simple,Prentice,0,21.2866701
426,8.97,-79.38,BET,1994,NA,24.44076135,24.56031903,simple,Prentice,0,20.34142328
426,8.97,-79.38,BET,1994,NA,24.44076135,24.56031903,simple,Prentice,0,19.39792459
426,8.97,-79.38,BET,1994,NA,24.44076135,24.56031903,simple,Prentice,0,19.76463333
426,8.97,-79.38,BET,1994,NA,24.44076135,24.56031903,simple,Prentice,0,19.39792459
426,8.97,-79.38,BET,1992,NA,24.42227906,24.43076846,simple,Prentice,0,24.50180692
426,8.97,-79.38,BET,1992,NA,24.42227906,24.43076846,simple,Prentice,0,22.07457767
426,8.97,-79.38,BDT,2002,24.06294961,24.55508695,24.55508695,simple,Prentice,1,20.58648768
426,8.97,-79.38,BET,2002,NA,24.38502703,24.57556397,simple,Prentice,0,20.61981768
426,8.97,-79.38,BET,2002,NA,24.38502703,24.57556397,simple,Prentice,0,17.94981768
426,8.97,-79.38,BET,2002,NA,24.38502703,24.57556397,simple,Prentice,0,19.81981768
426,8.97,-79.38,BET,2002,NA,24.38502703,24.57556397,simple,Prentice,0,18.66981768
426,8.97,-79.38,BET,2002,NA,24.38502703,24.57556397,simple,Prentice,0,18.14481768
426,8.97,-79.38,BET,2002,NA,24.38502703,24.57556397,simple,Prentice,0,21.51981768
426,8.97,-79.38,BET,2002,NA,24.38502703,24.57556397,simple,Prentice,0,22.95314768
426,8.97,-79.38,BET,2002,NA,24.38502703,24.57556397,simple,Prentice,0,19.49124768
426,8.97,-79.38,BET,2002,NA,24.38502703,24.57556397,simple,Prentice,0,19.26981768
426,8.97,-79.38,BET,2002,NA,24.38502703,24.57556397,simple,Prentice,0,18.91981768
426,8.97,-79.38,BET,2002,NA,24.38502703,24.57556397,simple,Prentice,0,19.81981768
